상가업소번호,period_score,5bin_review_score,review_score,rating_score,floor_score,parking_score
MA010120220800000033,5,0,0.0,0.0,1.0,0.0
MA010120220800000302,5,5,0.2727645611156686,4.225,1.0,1.0
MA010120220800000971,5,1,0.0020508613617719,4.8100000000000005,1.0,0.0
MA010120220800001379,5,0,0.0,0.0,1.0,0.0
MA010120220800001558,5,4,0.1948318293683347,5.0,1.0,0.0
MA010120220800002698,5,1,0.0082034454470877,2.0,1.0,0.0
MA010120220800002867,5,5,0.9803117309269892,4.29,1.0,1.0
MA010120220800002889,5,0,0.0,0.0,1.0,0.0
MA010120220800003226,5,0,0.0,0.0,0.0,0.0
MA010120220800003634,5,1,0.0020508613617719,4.36,1.0,0.0
MA010120220800003898,5,4,0.1127973748974569,4.56,1.0,0.0
MA010120220800004660,1,1,0.0082034454470877,4.94,1.0,0.0
MA010120220800005369,5,2,0.0307629204265791,4.24,1.0,0.0
MA010120220800005626,5,0,0.0,0.0,1.0,0.0
MA010120220800006673,5,2,0.0287120590648072,4.585,1.0,0.0
MA010120220800007126,5,5,0.6111566858080394,4.425,1.0,0.0
MA010120220800007320,5,1,0.0102543068088597,3.2,0.0,0.0
MA010120220800007378,5,1,0.0041017227235438,0.0,1.0,0.0
MA010120220800008535,5,4,0.1230516817063166,4.23,1.0,0.0
MA010120220800009105,5,5,0.5414273995077933,4.6,1.0,0.0
MA010120220800009183,5,4,0.182526661197703,0.0,1.0,0.0
MA010120220800009220,5,2,0.0246103363412633,4.5,1.0,1.0
MA010120220800013362,5,0,0.0,0.0,0.0,0.0
MA010120220800013429,5,5,0.2973748974569319,4.44,1.0,1.0
MA010120220800013501,5,5,1.138228055783429,4.0,1.0,0.0
MA010120220800013605,5,3,0.0820344544708777,4.155,1.0,0.0
MA010120220800013834,5,0,0.0,0.0,1.0,0.0
MA010120220800014174,5,5,0.5065627563576702,0.0,1.0,0.0
MA010120220800014726,1,0,0.0,0.0,0.0,0.0
MA010120220800014949,5,2,0.0328137817883511,3.7,1.0,1.0
MA010120220800016098,5,5,1.7145200984413451,4.38,1.0,0.0
MA010120220800016667,5,0,0.0,0.0,0.0,0.0
MA010120220800016838,5,5,1.1566858080393767,0.0,1.0,0.0
MA010120220800017772,5,0,0.0,0.0,0.0,1.0
MA010120220800018127,5,5,0.406070549630845,4.66,1.0,0.0
MA010120220800018393,5,5,0.4368334700574241,2.845,1.0,0.0
MA010120220800019983,5,2,0.0287120590648072,3.2,1.0,0.0
MA010120220800020110,5,1,0.0082034454470877,4.53,1.0,0.0
MA010120220800020280,5,4,0.1148482362592288,4.28,1.0,0.0
MA010120220800020809,5,5,0.2707136997538966,4.59,1.0,0.0
MA010120220800021606,5,5,1.989335520918786,3.94,1.0,0.0
MA010120220800021629,5,0,0.0,4.49,1.0,1.0
MA010120220800021661,5,5,0.6398687448728466,3.365,0.0,0.0
MA010120220800021663,5,5,0.7260049220672682,2.4,1.0,1.0
MA010120220800022072,5,4,0.1845775225594749,4.335,1.0,0.0
MA010120220800022528,4,3,0.0533223954060705,0.0,1.0,0.0
MA010120220800022626,5,5,0.4286300246103363,3.455,1.0,0.0
MA010120220800022739,5,5,0.4470877768662838,0.0,1.0,0.0
MA010120220800022809,5,0,0.0,0.0,1.0,1.0
MA010120220800022894,5,4,0.1230516817063166,4.355,1.0,0.0
MA010120220800023103,5,5,0.4614438063986875,3.915,0.0,0.0
MA010120220800023123,5,1,0.0020508613617719,5.0,1.0,0.0
MA010120220800023216,5,4,0.1661197703035274,4.7,0.0,1.0
MA010120220800023292,5,0,0.0,0.0,1.0,0.0
MA010120220800023619,5,3,0.0861361771944216,0.0,1.0,0.0
MA010120220800023973,5,5,0.2625102543068088,4.69,1.0,0.0
MA010120220800024000,5,5,0.623461853978671,4.1850000000000005,1.0,0.0
MA010120220800024291,5,3,0.0779327317473338,4.44,1.0,0.0
MA010120220800024389,5,4,0.0922887612797374,4.4,1.0,0.0
MA010120220800024464,5,1,0.0143560295324036,2.775,1.0,0.0
MA010120220800024651,4,5,0.5762920426579163,4.125,1.0,0.0
MA010120220800024794,4,2,0.0328137817883511,0.0,1.0,0.0
MA010120220800024974,5,1,0.0102543068088597,4.215,1.0,0.0
MA010120220800025092,5,5,0.2748154224774405,3.4,1.0,0.0
MA010120220800025310,5,5,0.3506972928630025,4.4,1.0,0.0
MA010120220800025912,5,1,0.0061525840853158,0.0,1.0,0.0
MA010120220800026291,5,5,0.3855619360131255,3.68,1.0,0.0
MA010120220800026475,5,4,0.0963904840032813,4.19,1.0,1.0
MA010120220800026481,5,3,0.0676784249384741,4.43,1.0,1.0
MA010120220800026630,5,2,0.0205086136177194,0.0,1.0,0.0
MA010120220800026936,5,5,1.5771123872026251,4.529999999999999,0.0,0.0
MA010120220800027131,5,0,0.0,4.57,1.0,0.0
MA010120220800027631,5,0,0.0,0.0,1.0,0.0
MA010120220800028144,5,4,0.0963904840032813,4.19,1.0,1.0
MA010120220800028316,5,1,0.0102543068088597,4.42,1.0,0.0
MA010120220800028706,5,1,0.0020508613617719,5.0,1.0,0.0
MA010120220800029250,5,4,0.2378999179655455,3.265,1.0,0.0
MA010120220800029362,5,5,0.5086136177194421,4.315,1.0,0.0
MA010120220800029475,5,4,0.1743232157506152,4.75,1.0,0.0
MA010120220800029549,5,5,0.6111566858080394,4.45,1.0,0.0
MA010120220800029586,5,5,0.3260869565217391,4.645,1.0,0.0
MA010120220800030036,5,4,0.2337981952420016,4.49,1.0,0.0
MA010120220800030084,5,1,0.0123051681706316,4.475,1.0,0.0
MA010120220800030108,5,4,0.254306808859721,4.52,1.0,0.0
MA010120220800030119,5,2,0.0287120590648072,4.720000000000001,1.0,0.0
MA010120220800030217,5,0,0.0,0.0,1.0,0.0
MA010120220800030323,5,5,0.3917145200984413,3.745,1.0,0.0
MA010120220800030348,5,1,0.0041017227235438,5.0,1.0,0.0
MA010120220800030710,5,1,0.0082034454470877,4.605,1.0,0.0
MA010120220800030749,5,1,0.0020508613617719,4.0,1.0,0.0
MA010120220800030923,5,3,0.0410172272354388,4.050000000000001,1.0,0.0
MA010120220800031016,5,5,0.401968826907301,4.6,0.0,0.0
MA010120220800031058,5,0,0.0,0.0,1.0,0.0
MA010120220800031143,5,3,0.0615258408531583,5.0,1.0,0.0
MA010120220800031379,5,5,0.7772764561115669,4.84,1.0,0.0
MA010120220800031710,5,0,0.0,0.0,0.0,0.0
MA010120220800031772,5,5,0.7629204265791633,4.050000000000001,1.0,0.0
MA010120220800032087,5,0,0.0,0.0,1.0,0.0
MA010120220800032114,5,2,0.0184577522559474,4.775,1.0,0.0
MA010120220800032118,5,5,1.4479081214109926,4.42,1.0,0.0
MA010120220800032250,5,0,0.0,0.0,1.0,0.0
MA010120220800032823,5,3,0.0799835931091058,4.494999999999999,1.0,0.0
MA010120220800032863,5,5,0.5598851517637408,4.234999999999999,0.0,0.0
MA010120220800033032,5,3,0.0512715340442986,4.38,1.0,1.0
MA010120220800033085,5,4,0.0963904840032813,4.705,1.0,0.0
MA010120220800033275,5,4,0.1045939294503691,4.17,1.0,0.0
MA010120220800033480,5,2,0.0328137817883511,3.105,1.0,0.0
MA010120220800033679,5,3,0.071780147662018,4.415,1.0,0.0
MA010120220800033726,5,2,0.0307629204265791,3.35,1.0,0.0
MA010120220800033990,5,4,0.1374077112387202,3.68,0.0,1.0
MA010120220800034023,4,4,0.2255947497949138,4.48,1.0,0.0
MA010120220800034190,5,0,0.0,4.41,1.0,0.0
MA010120220800034347,5,5,0.549630844954881,4.56,1.0,0.0
MA010120220800034358,5,5,1.1300246103363412,4.095000000000001,1.0,0.0
MA010120220800034416,5,0,0.0,0.0,1.0,0.0
MA010120220800034421,5,3,0.0574241181296144,4.795,1.0,0.0
MA010120220800034470,5,4,0.1127973748974569,4.255,1.0,0.0
MA010120220800034855,5,5,0.625512715340443,4.585,1.0,0.0
MA010120220800034883,5,3,0.0553732567678424,4.595000000000001,1.0,0.0
MA010120220800035344,5,2,0.0246103363412633,3.755,1.0,0.0
MA010120220800035353,5,5,0.8982772764561116,3.46,1.0,0.0
MA010120220800035466,5,1,0.0020508613617719,4.835,1.0,0.0
MA010120220800035736,5,4,0.1681706316652994,4.09,1.0,0.0
MA010120220800035777,5,4,0.0963904840032813,4.785,1.0,0.0
MA010120220800035795,5,5,0.4655455291222313,3.8,1.0,0.0
MA010120220800035960,5,1,0.0123051681706316,4.53,1.0,1.0
MA010120220800036168,5,5,0.6214109926168991,4.1850000000000005,1.0,0.0
MA010120220800036379,5,0,0.0,0.0,1.0,0.0
MA010120220800036591,5,3,0.0676784249384741,4.315,1.0,0.0
MA010120220800036614,5,5,0.2830188679245283,3.905,1.0,0.0
MA010120220800036866,5,1,0.0123051681706316,4.75,1.0,0.0
MA010120220800037232,5,4,0.1312551271534044,3.93,1.0,0.0
MA010120220800037417,5,4,0.2522559474979491,4.33,1.0,0.0
MA010120220800037691,5,0,0.0,5.0,1.0,0.0
MA010120220800037703,5,4,0.1127973748974569,4.6,1.0,0.0
MA010120220800037739,5,5,0.4101722723543888,4.595000000000001,1.0,0.0
MA010120220800038013,5,3,0.0389663658736669,3.355,1.0,0.0
MA010120220800038167,5,5,0.992616899097621,3.85,1.0,1.0
MA010120220800038168,5,2,0.0328137817883511,4.5,1.0,0.0
MA010120220800038309,5,2,0.0287120590648072,3.455,1.0,0.0
MA010120220800038462,5,3,0.0840853158326497,2.9,1.0,0.0
MA010120220800038508,5,5,0.3158326497128794,4.6,1.0,0.0
MA010120220800038802,5,0,0.0,0.0,0.0,0.0
MA010120220800038884,5,5,2.0344544708777685,4.88,1.0,0.0
MA010120220800038914,5,2,0.0205086136177194,4.265,1.0,0.0
MA010120220800039010,5,0,0.0,0.0,1.0,0.0
MA010120220800039169,5,2,0.0164068908941755,4.065,1.0,0.0
MA010120220800039172,5,5,0.365053322395406,0.0,1.0,0.0
MA010120220800039397,5,3,0.0594749794913863,3.92,1.0,0.0
MA010120220800039454,4,0,0.0,0.0,1.0,0.0
MA010120220800039477,5,0,0.0,4.45,1.0,0.0
MA010120220800039586,5,0,0.0,0.0,1.0,0.0
MA010120220800039628,5,4,0.1476620180475799,2.92,1.0,0.0
MA010120220800039668,5,5,0.7280557834290402,4.465,1.0,0.0
MA010120220800040038,5,5,0.4142739950779328,3.99,1.0,1.0
MA010120220800040127,5,2,0.0328137817883511,4.220000000000001,1.0,0.0
MA010120220800040278,5,0,0.0,0.0,1.0,0.0
MA010120220800040317,5,4,0.1948318293683347,4.17,1.0,0.0
MA010120220800040374,5,1,0.0041017227235438,3.665,0.0,0.0
MA010120220800040548,5,5,0.4860541427399507,4.0,1.0,1.0
MA010120220800040575,5,5,1.5504511894995898,3.7,0.0,0.0
MA010120220800040660,5,3,0.0635767022149302,3.545,1.0,0.0
MA010120220800040990,5,1,0.0020508613617719,5.0,1.0,0.0
MA010120220800041059,5,4,0.0963904840032813,4.055,1.0,0.0
MA010120220800041237,5,2,0.0184577522559474,4.574999999999999,1.0,0.0
MA010120220800041256,5,0,0.0,0.0,1.0,0.0
MA010120220800041328,5,1,0.0123051681706316,4.41,1.0,0.0
MA010120220800041482,5,4,0.1148482362592288,4.5,1.0,0.0
MA010120220800041690,5,1,0.0143560295324036,0.0,1.0,1.0
MA010120220800041887,5,5,0.3999179655455291,4.4,1.0,1.0
MA010120220800042370,5,4,0.1599671862182116,4.01,1.0,0.0
MA010120220800042852,5,5,0.4101722723543888,4.765000000000001,1.0,1.0
MA010120220800043119,5,2,0.0246103363412633,4.65,1.0,0.0
MA010120220800044766,5,1,0.0020508613617719,5.0,1.0,1.0
MA010120220800044910,5,1,0.0041017227235438,4.635,1.0,0.0
MA010120220800045495,5,0,0.0,0.0,1.0,0.0
MA010120220800046638,5,3,0.0840853158326497,3.975,1.0,0.0
MA010120220800046987,1,0,0.0,0.0,0.0,0.0
MA010120220800047155,5,0,0.0,0.0,0.0,0.0
MA010120220800049418,1,5,0.2912223133716161,4.9,1.0,0.0
MA010120220800050864,1,5,0.4860541427399507,3.4,0.0,0.0
MA010120220800051466,5,5,0.4696472518457752,4.66,1.0,0.0
MA010120220800052530,5,3,0.0615258408531583,4.3,1.0,0.0
MA010120220800053202,5,4,0.1866283839212469,4.45,1.0,0.0
MA010120220800054005,5,1,0.0082034454470877,4.94,1.0,0.0
MA010120220800055197,5,1,0.0082034454470877,0.0,0.0,0.0
MA010120220800056622,5,4,0.1025430680885972,5.0,1.0,0.0
MA010120220800057808,5,3,0.0430680885972108,4.0,1.0,0.0
MA010120220800058284,5,3,0.0635767022149302,4.66,1.0,0.0
MA010120220800062188,5,5,0.7588187038556193,4.68,1.0,1.0
MA010120220800062639,5,2,0.0164068908941755,4.855,1.0,1.0
MA010120220800063925,5,0,0.0,0.0,1.0,0.0
MA010120220800064237,1,0,0.0,0.0,1.0,0.0
MA010120220800066254,1,5,0.2625102543068088,4.4,0.0,0.0
MA010120220800066391,4,0,0.0,0.0,1.0,0.0
MA010120220800067034,1,0,0.0,0.0,1.0,0.0
MA010120220800067416,4,0,0.0,0.0,1.0,0.0
MA010120220800068015,4,0,0.0,0.0,1.0,0.0
MA010120220800069203,5,2,0.0246103363412633,2.7,1.0,0.0
MA010120220800070161,5,0,0.0,0.0,1.0,0.0
MA010120220800071236,5,0,0.0,0.0,1.0,0.0
MA010120220800072772,5,0,0.0,0.0,0.0,0.0
