상가업소번호,상권_코드,연매출,연임대료,매출_임대료_비율,추정_순이익
MA010120220800672495,3130284,,638552145.2698781,,
MA0101202406A0465702,3120233,11023011.685230216,,,
MA0106202410A0428092,3111080,80007900.45,41205676.18854886,1.9416717770199479,38802224.26145114
MA010120220803375113,3130174,,1480168397.3797157,,
MA010120220813491137,3130302,,1003320421.7870756,,
MA0101202310A0083403,3110450,5214907.977142857,65234009.12022116,0.07994155146268321,-60019101.143078305
MA010120220814115583,3110842,95137912.15936255,58935901.36186729,1.61426071964105,36202010.79749526
MA010120220807123745,3130033,15866473.563000072,3488832607.7662907,0.004547788713947707,-3472966134.2032905
MA010120220813241715,3130033,14211733.421971085,4131586161.409477,0.003439776604751484,-4117374427.987506
MA0101202303A0114093,3130033,33918184.19240723,4926841649.905414,0.006884366617744662,-4892923465.713006
MA010120220803699812,3130033,49588071.891545385,3281130586.064999,0.015113105247024734,-3231542514.173454
MA0101202307A0001081,3130033,23613666.041453976,3488832607.7662907,0.006768357410476097,-3465218941.724837
MA0101202305A0155336,3130033,12933070.585721407,6375142233.660366,0.0020286716922811392,-6362209163.074645
MA0101202406A0288695,3130033,15540539.898857998,3971599469.017942,0.003912917205316223,-3956058929.119084
MA010120220807113501,3130033,12155844.155844156,4926841649.905414,0.002467269097964668,-4914685805.74957
MA0101202409A0004940,3130033,22410218.666160166,3951016385.786282,0.005672013596579492,-3928606167.120122
MA010120220806525068,3130033,12155844.155844156,6420050778.89308,0.0018934186928731115,-6407894934.737236
MA010120220810045634,3130033,99079845.20050336,3247449177.1404657,0.03051005258756285,-3148369331.9399624
MA0101202209A0021984,3130057,,944560203.4116656,,
MA0106202303A1044347,3130069,66236406.17614354,49403312.601742454,1.340728006831659,16833093.574401088
MA010120220805143379,3130069,39324766.98214285,49732594.8452555,0.790724198360831,-10407827.86311265
MA010120220802972784,3110323,31727544.33366174,21133221.37662542,1.5013112419975414,10594322.95703632
MA010120220804964341,3130106,329984953.8112141,184082681.64986593,1.7925909654351424,145902272.16134816
MA010120220812595260,3110393,39964905.605753824,58350407.79618353,0.684912178513611,-18385502.190429702
MA010120220807929010,3130088,,501212137.78225595,,
MA0106202406A2465633,3130088,,501212137.78225595,,
MA010120220800600549,3120094,34933864.50959648,26421909.73540547,1.3221551181302327,8511954.77419101
MA0101202409A0021931,3130173,,949652453.6337093,,
MA010120220810199262,3110525,28123235.20408163,19383477.784051597,1.450886887611782,8739757.420030031
MA0101202311A0083488,3110852,13983335.625000002,35156937.375956945,0.39774042538820437,-21173601.750956945
MA0106202406A2465517,3130175,508482072.5666138,61061783.80464113,8.327337207607556,447420288.76197267
MA010120220803658119,3120068,286958439.7535339,59594826.79785516,4.815156790567346,227363612.95567873
MA010120220810433268,3110037,8872307.939432658,65009785.84631329,0.13647649638364884,-56137477.90688063
MA0101202311A0016316,3110037,8279833.2857142845,65009785.84631329,0.12736287392063392,-56729952.56059901
MA010120220812360152,3120066,209508611.15721995,256937121.0000859,0.8154081026763813,-47428509.842865944
MA010120220803705421,3120170,224526222.9168622,,,
MA0101202305A0094771,3120002,282434405.70207804,119774695.34888649,2.3580473531687125,162659710.35319155
MA010120220800795375,3110517,10821762.428571427,64585999.73129046,0.16755585275507742,-53764237.302719034
MA0101202212A0069021,3130176,,4935462132.771267,,
MA010120220810013229,3130176,,4440351234.941177,,
MA010120220804670501,3130060,0.0,57024405.04673681,0.0,-57024405.04673681
MA0101202210A0069909,3110553,49395648.88655464,62468791.761941925,0.7907252037796403,-13073142.875387281
MA0101202411A0148010,3110408,47109223.4297424,263256452.01529643,0.1789480291562127,-216147228.58555403
MA010120220811453534,3111004,44762576.4538669,48295355.054916024,0.9268505320256455,-3532778.601049125
MA010120220806570363,3120151,680508359.3425411,996171919.9879423,0.6831234097299737,-315663560.64540124
MA0101202308A0030688,3120151,106148008.80729692,787324848.881912,0.13482110824168406,-681176840.0746151
MA0101202303A0088204,3120151,87783868.4887218,1963162468.396686,0.044715539267465375,-1875378599.9079642
MA0101202212A0063472,3111050,24133186.54436753,47649643.07929148,0.5064714964965669,-23516456.53492395
MA0101202406A0348730,3110409,134256098.030428,45424894.99268812,2.955562034793403,88831203.03773987
MA0106202406A2465527,3110313,301214137.3055605,323955789.0043798,0.9298001350785803,-22741651.69881928
MA010120220800594420,3130178,68575810.3687251,37869215.47179527,1.8108589708952625,30706594.896929838
MA010120220814090613,3110015,434239233.7394359,82779831.3123902,5.245712894183291,351459402.4270457
MA010120220812595540,3130268,72908580.56965163,119241140.06735516,0.6114381321499441,-46332559.49770352
MA0101202307A0029658,3110671,31064945.76,48314365.808145225,0.6429753262286948,-17249420.048145223
MA010120220807372753,3110306,65028722.74015748,55012506.46955898,1.1820716002836436,10016216.270598501
MA010120220804283432,3111042,24717902.0,73450985.69402021,0.3365223955801854,-48733083.69402021
MA010120220811802533,3110525,156240195.57823128,29793269.619615745,5.244143805929232,126446925.95861553
MA010120220813194426,3110842,76416355.17814456,45818039.4364656,1.667822422133235,30598315.74167896
MA0101202308A0087121,3130190,307330480.6342585,26333611.388037838,11.670654071519058,280996869.24622065
MA010120220814138033,3110283,9604196.314285714,45491121.10641866,0.2111224315772723,-35886924.792132944
MA0101202306A0098791,3110438,26286982.67938682,47594760.34384446,0.5523083200161183,-21307777.664457638
MA0101202310A0014635,3130046,,687611312.1049552,,
MA010120220804369500,3130153,173524044.58834478,139949195.5608111,1.239907401061389,33574849.02753368
MA010120220813450022,3110630,24417828.39923481,89262622.01847632,0.2735504242820716,-64844793.61924151
MA010120220800992852,3110753,20771637.375,80124069.69387338,0.25924341081422725,-59352432.318873376
MA010120220812381987,3120173,126219159.0655472,80944145.107099,1.5593364700956116,45275013.9584482
MA0101202406A0006355,3120175,25540986.96532603,137596785.09237963,0.18562197338081968,-112055798.1270536
MA010120220803746048,3130067,50961459.31058182,40320583.977843866,1.2639067448695278,10640875.332737952
MA010120220805528341,3120027,1238922302.033424,10334694.738324268,119.87990100561107,1228587607.2950997
MA010120220812223813,3110433,64413048.79841381,25440478.88115146,2.531911705255869,38972569.91726235
MA010120220813622947,3110110,87688920.01170161,43596778.3330371,2.0113623380718866,44092141.67866451
MA010120220812249653,3110900,88528574.14285715,65209251.95116512,1.3576075500996116,23319322.191692032
MA0101202210A0089507,3110405,5119967.877551019,68529494.8434456,0.07471188594831478,-63409526.96589458
MA010120220810325777,3120022,557361814.7762176,47396305.43524027,11.759604422715226,509965509.3409773
MA010120220812816297,3110129,7158173.395102581,59737151.95976336,0.11982782975820842,-52578978.56466078
MA010120220812692268,3110410,123873070.1541216,701685987.5477597,0.17653633131608454,-577812917.393638
MA010120220814131733,3120010,0.0,10750099.752749922,0.0,-10750099.752749922
MA010120220808471611,3110359,338258.0571428571,39254853.53169705,0.008616973904965677,-38916595.474554196
MA010120220806750334,3110576,130014702.7919079,39377322.36991153,3.301765881102345,90637380.42199638
MA010120220807072648,3120229,822524247.5398468,159220634.14689445,5.165939997544909,663303613.3929523
MA010120220805629360,3120072,272392282.07365483,41475833.23482129,6.5674937490459495,230916448.83883354
MA010120220803903262,3110300,92189496.55462185,34869491.179055676,2.6438439677075474,57320005.37556617
MA010120220812684551,3130100,0.0,41533390.63713299,0.0,-41533390.63713299
MA0101202406A0003591,3110838,80210351.78978536,113202679.60345381,0.7085552335174838,-32992327.81366846
MA0101202406A0354707,3110019,134767600.59183672,63592588.871214405,2.1192343457746188,71175011.72062232
MA0101202306A0081109,3130269,,1025594577.1335738,,
MA010120220812045492,3110166,56468583.01662132,86409191.82635982,0.6535020310870804,-29940608.809738502
MA010120220805502965,3110179,483681013.9714285,70283268.72847846,6.881879796429607,413397745.2429501
MA010120220804498801,3120187,0.0,102924762.74873184,0.0,-102924762.74873184
MA0101202212A0097331,3130308,,1141029902.89484,,
MA0106202201A0722612,3130308,,596299713.7802128,,
MA010120220803865372,3130081,,35902846.47428615,,
MA0101202409A0141583,3110434,16092558.234095966,157270763.06226727,0.10232390190286439,-141178204.8281713
MA0106202406A2464980,3120192,282057025.8404525,,,
MA010120220812515182,3110908,4200463.25,1115056322.61045,0.003767041324333542,-1110855859.36045
MA010120220806653613,3110908,4200463.25,659589905.9877614,0.006368295217224935,-655389442.7377614
MA010120220803675047,3110908,4200463.25,789602169.960951,0.005319720999358461,-785401706.710951
MA0101202406A0075604,3130205,113108136.16502464,252459262.93477398,0.44802529486201603,-139351126.76974934
MA0101202311A0105550,3130024,5969294.068798902,1239215980.5972211,0.004816992483509695,-1233246686.528422
MA010120220800117732,3130024,611742099.569132,776223160.9813681,0.7881008059687554,-164481061.4122361
MA010120220814124659,3110851,,25667621.628585756,,
MA010120220806848914,3110383,45689604.7802285,121678803.46189642,0.37549353794428636,-75989198.68166792
MA010120220806476231,3130198,,38975782.76256659,,
MA010120220802780322,3120009,642436594.313942,67891928.59061542,9.46263566506062,574544665.7233266
MA010120220806496281,3120113,208446522.6698673,55826087.38291177,3.733855061456756,152620435.28695554
MA0101202302A0078446,3120162,426140252.3571429,231663295.5751731,1.8394810859426038,194476956.78196982
MA0101202310A0029065,3110564,0.0,,,
MA0101202301A0001083,3130095,124699685.2994129,22384022.05277951,5.570923734548623,102315663.2466334
MA0101202406A0524166,3110608,55971246.03571428,48691758.246020794,1.1495014126089187,7279487.78969349
MA010120220802054670,3130179,464752619.2964751,114536609.80356744,4.057677418913111,350216009.49290764
MA0101202309A0037814,3130060,140678080.49636802,57487715.5220312,2.4470980760290852,83190364.97433682
MA010120220800854284,3120148,259641800.48890963,212774561.70705482,1.2202671089324761,46867238.78185481
MA010120220807773162,3110393,128680423.53710333,40657816.3441108,3.1649614254500165,88022607.19299252
MA0101202301A0080507,3110177,,74273058.61735545,,
MA0101202406A0459675,3130138,,481389942.9250385,,
MA0101202306A0054244,3130138,,427581885.43241936,,
MA0101202210A0034673,3120033,48095237.01792145,472340664.9012358,0.10182319772563883,-424245427.8833144
MA010120220804108887,3111055,,137499936.9697152,,
MA0101202305A0146430,3110265,1991642.8675024745,,,
MA010120220814019498,3110062,259461723.324849,42063995.6659624,6.168261313476231,217397727.6588866
MA010120220807721966,3120109,81881186.18925215,251511750.28565234,0.32555610531396717,-169630564.0964002
MA010120220811871907,3130250,7719274.357142857,1096206967.463091,0.007041803764452866,-1088487693.105948
MA010120220808832530,3130250,2105256.6428571423,1849941122.618727,0.0011380127810440717,-1847835865.97587
MA0101202308A0016993,3110938,162258056.48279658,25884318.5203846,6.268584976901324,136373737.96241197
MA010120220810577365,3110577,34642498.371428564,,,
MA0101202406A0046626,3110177,,125010953.22927496,,
MA010120220803980265,3110364,348638.0,157699876.91514456,0.0022107689911313425,-157351238.91514456
MA010120220803674019,3111068,1106649899.9159665,804626025.7520273,1.3753593136715898,302023874.16393924
MA010120220806880475,3130107,,2909943829.799274,,
MA010120220803878389,3110559,83603541.56043956,56786767.485813394,1.4722362935888065,26816774.074626163
MA010120220805703628,3110734,,90956714.48153114,,
MA010120220813342186,3130060,7276452.439467313,44495567.93991689,0.16353206876156204,-37219115.500449575
MA0101202406A0061679,3111026,14368727.468339965,75007039.21100688,0.19156505079947725,-60638311.742666915
MA010120220813711418,3110424,23749702.97997942,31661234.545323037,0.7501192726980517,-7911531.565343618
MA010120220812329257,3110107,0.0,72131575.70913035,0.0,-72131575.70913035
MA010120220805446012,3110107,0.0,56602821.88523715,0.0,-56602821.88523715
MA010120220802964354,3130178,52256100.27729267,47701862.31114619,1.0954729364855296,4554237.966146477
MA010120220806478777,3130071,,,,
MA010120220800219104,3130192,8167592.142857141,446408754.2735113,0.018296218535975888,-438241162.13065416
MA010120220808123411,3130192,8167592.142857141,446408754.2735113,0.018296218535975888,-438241162.13065416
MA010120220800209837,3130192,8167592.142857141,390003721.64192253,0.020942344056433845,-381836129.4990654
MA0106202201A0153478,3120019,743054311.8593011,858162252.665433,0.8658669251479237,-115107940.80613196
MA010120220805376837,3130196,177741928.6044458,681674741.0018833,0.2607430166511212,-503932812.39743745
MA0101202307A0051907,3130196,110714244.91818616,868806105.6379873,0.12743262745541267,-758091860.7198011
MA010120220809331537,3130196,95107540.47736809,534679129.1327921,0.1778777871014852,-439571588.655424
MA010120220806528090,3110096,164947438.96850392,22401972.594341855,7.3630762162029,142545466.37416208
MA0106202201A1608036,3110132,153955147.17277554,57724467.85235511,2.6670690997011106,96230679.32042043
MA0101202311A0063989,3110924,,58606607.75197383,,
MA010120220814335806,3130101,,11799296.555966284,,
MA0101202311A0057925,3110674,266695567.28571427,496535118.21300673,0.5371132009925476,-229839550.92729247
MA0101202406A0496575,3110576,44931163.73949579,38355577.45222759,1.1714375210233938,6575586.287268199
MA010120220800189855,3130191,1513831093.3803189,42351646.03803594,35.74432635455122,1471479447.342283
MA010120220803540686,3130293,65410431.21428572,1220253217.523774,0.05360398171571087,-1154842786.3094883
MA0101202409A0015864,3120157,100778363.57142857,968358438.5980517,0.104071343265475,-867580075.0266231
MA010120220813289327,3120039,122087060.33346638,94579624.28719492,1.290838909149238,27507436.04627146
MA010120220811770920,3110435,155302646.72919938,116751328.96013342,1.3302002365388892,38551317.76906596
MA010120220804426732,3111020,0.0,97997899.67814179,0.0,-97997899.67814179
MA010120220803544182,3120031,1195926057.8216035,73636728.07217607,16.24089055679537,1122289329.7494276
MA0101202309A0079520,3120203,165379288.71740583,71368116.64546995,2.317271271451324,94011172.07193588
MA010120220811982063,3130178,5875095.632915679,55703325.672265664,0.10547118069773834,-49828230.03934999
MA010120220803832299,3120053,113084178.38297704,127521312.6488507,0.8867864919771098,-14437134.265873656
MA010120220813329261,3120053,107638835.69168542,184261132.65890115,0.5841646230775032,-76622296.96721573
MA010120220811946517,3110068,461423188.7924005,56260922.86920916,8.20148616587029,405162265.9231913
MA0101202305A0182284,3110879,,47779247.256882444,,
MA010120220812936847,3120050,68617468.24801633,35410873.060457624,1.9377513283310794,33206595.187558703
MA010120220813466674,3130190,240836599.6326531,64458110.74406266,3.7363272537197294,176378488.88859043
MA010120220805037015,3110076,113456506.2989324,,,
MA0101202309A0026548,3130058,24667164.06661921,45248871.73229394,0.5451442782355626,-20581707.66567473
MA0101202406A0326897,3130118,11723322.5,78332773.7596347,0.14966050335856468,-66609451.2596347
MA0101202311A0102365,3110468,15878838.669642858,214445321.5554189,0.07404609473605704,-198566482.88577604
MA010120220806700247,3120068,259860785.59905347,31316594.859920174,8.297861835348149,228544190.7391333
MA0101202411A0081318,3120048,30248666.857142866,187150709.57072207,0.16162731503876523,-156902042.7135792
MA010120220813699361,3120208,94421277.97058824,68953241.90110682,1.369352245056956,25468036.069481418
MA010120220803148675,3110544,43909458.838720925,123221628.15316196,0.35634538465761045,-79312169.31444103
MA010120220813656456,3130258,8498492.0,1000811090.0484707,0.008491604535574042,-992312598.0484707
MA010120220809207218,3110271,,,,
MA010120220803098669,3110990,33081774.21428571,202185371.7523644,0.16362100662348159,-169103597.5380787
MA0106202201A0153173,3120046,9816725.90270631,257444850.83392507,0.03813137389532643,-247628124.93121874
MA010120220807386355,3120159,60464435.7117736,520514075.5154195,0.11616292131147087,-460049639.8036459
MA010120220801138917,3120159,42920834.87557604,630049116.2141305,0.06812299819632765,-587128281.3385545
MA0106202303A2117369,3120044,25513714.192546576,852410566.5232553,0.02993125046147497,-826896852.3307087
MA010120220808581989,3110962,,129045827.32318354,,
MA010120220808485009,3110597,,45311460.63004679,,
MA0101202409A0189004,3110028,43365103.50955968,16763600.93730321,2.586860727888168,26601502.572256476
MA010120220811794135,3120022,55814018.91170701,41056918.15517271,1.359430275339475,14757100.756534293
MA0101202310A0036144,3130060,337546543.71973366,23589254.164251216,14.309334541061515,313957289.55548245
MA010120220805156221,3110755,54771103.38771576,59189530.695432924,0.925351186583926,-4418427.307717167
MA010120220806610132,3130050,,721670664.0061572,,
MA010120220812118389,3130050,,1152124626.6782088,,
MA010120220805243579,3130050,,721670664.0061572,,
MA010120220807821180,3130016,,562114176.1285677,,
MA010120220803495685,3130051,50547936.12931036,1502591984.6244974,0.03364049363560392,-1452044048.495187
MA0101202406A0132772,3120072,36271823.58894246,5138372.864406416,7.059008267225914,31133450.724536046
MA010120220808569664,3110179,1109805303.9020803,65646934.712711506,16.90566805370603,1044158369.1893688
MA010120220809788368,3110026,,,,
MA0101202409A0101727,3110314,154972241.12176692,41430963.725387305,3.740493183032397,113541277.39637962
MA010120220813750887,3110938,99111727.71428572,60923604.8968165,1.6268197893957013,38188122.81746922
MA010120220813713548,3120030,268765091.76686937,79761286.22126839,3.3696182838835007,189003805.54560098
MA010120220813996290,3110402,,64550055.18069671,,
MA0101202409A0232651,3110470,8420106.714285713,54935439.87790674,0.15327276125806077,-46515333.16362102
MA010120220800440925,3110812,450332702.7966699,103174496.6986938,4.36476758153746,347158206.0979761
MA0101202406A0088328,3130227,22797450.96428571,192192003.23094037,0.11861810305537997,-169394552.26665467
MA010120220814228547,3130227,22797450.96428571,141823705.20737854,0.16074499513466844,-119026254.24309283
MA010120220808021896,3120016,28436134.53242107,24434568.750057194,1.1637665333703906,4001565.7823638767
MA0101202307A0053635,3130178,559532.9174205409,67198329.81264992,0.008326589524679238,-66638796.89522938
MA010120220805062732,3111013,211697110.41016477,90134515.35308401,2.34867971755552,121562595.05708076
MA0101202210A0042933,3130113,16245407.857446812,820836017.8592547,0.01979129507501832,-804590610.0018079
MA0101202308A0043289,3130113,17146678.75106383,1251337466.1793342,0.013702681491440128,-1234190787.4282703
MA010120220802889192,3130113,3176979.8999999994,1364480802.9433641,0.0023283434188436317,-1361303823.043364
MA010120220803226363,3130113,3176979.8999999994,547224011.9061698,0.005805629550369792,-544047032.0061698
MA0101202411A0036766,3130113,18498585.091489363,839726381.6423528,0.02202930082210848,-821227796.5508635
MA010120220805010295,3110909,47066422.07142857,72171478.60645603,0.6521471130712178,-25105056.53502746
MA0101202406A0480611,3110346,113147382.06122446,49063012.46784016,2.3061645435902616,64084369.5933843
MA010120220811971488,3130060,0.0,29686085.101310186,0.0,-29686085.101310186
MA010120220802972446,3110371,11527460.714285716,116561187.87708448,0.09889621773197249,-105033727.16279876
MA0101202308A0092339,3130099,0.0,58928547.799026914,0.0,-58928547.799026914
MA010120220806928741,3111032,17705157.448641766,206668445.2298677,0.08566937900597145,-188963287.78122592
MA0101202409A0034113,3120151,44967314.05116796,1066836613.9101198,0.042150141289401116,-1021869299.8589518
MA010120220812296005,3120151,81695594.68831816,1214460023.075478,0.06726906861385569,-1132764428.3871598
MA010120220808440153,3120151,596809730.6243497,1263381734.25237,0.4723906591107496,-666572003.6280204
MA0101202406A0342283,3120151,103732563.07060827,1422734910.4250538,0.07291067523373461,-1319002347.3544455
MA010120220809806690,3120151,981538470.298498,787324848.881912,1.2466753341339543,194213621.41658604
MA0101202211A0099165,3120151,37621657.92373791,1422734910.4250538,0.0264431958628575,-1385113252.5013158
MA0106202301A1337298,3120151,173516296.2811936,996171919.9879423,0.17418308288504133,-822655623.7067487
MA010120220806658531,3120173,161184998.09685722,83741640.81767283,1.9247890845966282,77443357.27918439
MA010120220804546617,3110082,166069812.9100991,109376453.91302574,1.5183323782266935,56693358.99707335
MA010120220805491881,3130070,86045207.13451083,47473909.97043005,1.812473532844294,38571297.16408078
MA010120220800023103,3120008,439276154.4518294,108505210.90400635,4.0484336811438455,330770943.547823
MA0101202406A0168573,3110304,0.0,56708228.55314301,0.0,-56708228.55314301
MA010120220806425665,3110916,37382910.514285706,19923365.428290058,1.8763350385005257,17459545.085995648
MA010120220814008682,3110510,68232211.28571428,95773876.89771238,0.712430286665296,-27541665.611998096
MA010120220814085021,3111086,52876656.51355661,71611477.66793664,0.7383824143437444,-18734821.15438003
MA0101202409A0024377,3120120,151178487.50475782,202166750.4084961,0.7477910509591564,-50988262.90373829
MA010120220800938547,3130235,69444683.0892857,160538825.4256143,0.43257250993710805,-91094142.3363286
MA0101202301A0103400,3110703,126420208.5316268,473066108.8722383,0.2672358173485928,-346645900.34061146
MA010120220801045304,3110983,59037718.5,96421251.27792199,0.6122894808483849,-37383532.77792199
MA0101202406A0116985,3110857,,52331650.78328419,,
MA010120220804760460,3110832,,101455435.56262696,,
MA010120220812276273,3120163,52677503.57216394,100838382.72904898,0.5223953580385371,-48160879.15688504
MA010120220811805866,3130049,,26940077.944041982,,
MA0101202406A0371539,3120172,131746943.45549092,57887260.23873273,2.2759228997231986,73859683.21675819
MA010120220808019542,3130060,278526429.4884988,50735284.721594244,5.489797199859876,227791144.76690456
MA0101202411A0068711,3130155,,89061767.45684299,,
MA0101202406A0417205,3130155,,156548663.39785916,,
MA010120220813913200,3130155,,90573753.06172574,,
MA010120220812336066,3110562,45615137.42697689,102064281.5439665,0.44692556778936976,-56449144.11698961
MA010120220804546755,3110562,404447634.551733,128331480.78713825,3.1515854794117084,276116153.7645948
MA010120220800336756,3110759,0.0,138557632.68635696,0.0,-138557632.68635696
MA010120220800971924,3110938,99111727.71428572,65842601.70012423,1.505282653629042,33269126.01416149
MA0101202209A0088960,3130060,0.0,68990098.65164207,0.0,-68990098.65164207
MA010120220813751830,3120002,0.0,,,
MA0101202411A0083973,3110577,74627658.67039694,,,
MA010120220807385540,3110851,,26371677.221014697,,
MA0101202306A0031713,3120168,46909813.99570243,75215740.79709062,0.6236701636507282,-28305926.80138819
MA010120220804877707,3120157,118261614.16589253,74147458.64966138,1.5949516642197277,44114155.51623115
MA0101202311A0071823,3111080,255849439.9005495,77799529.07199086,3.288573075747402,178049910.82855862
MA010120220800034347,3120013,52009856.89371673,26460078.584607124,1.9655971452169374,25549778.309109606
MA0101202209A0086786,3110554,18695808.037267078,125709113.56118219,0.1487227724300603,-107013305.52391511
MA010120220814232627,3110431,235769781.98010623,79820675.96069185,2.9537432023561063,155949106.01941437
MA0106202201A0153123,3130175,545720248.7634852,466724683.52080005,1.1692551666166795,78995565.24268514
MA010120220810483784,3130007,42188245.23347107,6903053567.286804,0.006111533804009191,-6860865322.053333
MA010120220802913004,3130178,268297976.7257793,25638015.054661013,10.464849392158895,242659961.6711183
MA0101202411A0074790,3120152,61301823.84208658,,,
MA010120220805413720,3110120,16210989.487295313,45405188.15632551,0.3570294450592971,-29194198.669030197
MA0101202411A0059219,3120002,251004456.3503661,50086996.60146496,5.0113695843295,200917459.74890113
MA010120220805498519,3130048,0.0,48883173.80192237,0.0,-48883173.80192237
MA010120220806908623,3111054,,97874608.47634979,,
MA0101202406A0345615,3120028,146919860.84010583,38950257.65395884,3.771986783075525,107969603.18614699
MA0101202411A0008696,3110354,217683616.2608696,177459835.28955677,1.226664133205221,40223780.97131282
MA010120220808128152,3110935,,58300116.29587303,,
MA0101202308A0080555,3110848,1732096.3842429991,56780763.76941343,0.03050498511735513,-55048667.38517043
MA010120220804124917,3110641,211078103.0,78169812.67039807,2.7002508140803285,132908290.32960193
MA0101202309A0022962,3130073,0.0,27099424.066994663,0.0,-27099424.066994663
MA0101202409A0099011,3110463,15129815.938775508,,,
MA0101202211A0025676,3110708,,21872761.93378728,,
MA010120220809300704,3120075,88181253.97376865,459519231.24851555,0.19189894086104056,-371337977.2747469
MA0101202306A0022690,3110082,560959470.0290139,36599976.44761647,15.32677092033415,524359493.5813974
MA010120220800544081,3110667,8609437.17142857,1380020991.394051,0.00623862768673756,-1371411554.2226224
MA010120220812135593,3110667,8609437.17142857,1278873962.400061,0.006732045078577726,-1270264525.2286322
MA0106202201A0963655,3110667,8609437.17142857,2612863970.539363,0.00329501928351683,-2604254533.367934
