상가업소번호,상권_코드,연매출,연임대료,매출_임대료_비율,추정_순이익
MA010120220800672495,3130284,,638555018.7545319,,
MA0101202406A0465702,3120233,36842112.22178859,,,
MA0106202410A0428092,3111080,73576593.74185584,41205861.61409172,1.7855855714253117,32370732.12776413
MA010120220803375113,3130174,,,,
MA010120220813491137,3130302,,,,
MA0101202310A0083403,3110450,17946665.024383556,65234302.67326221,0.2751108544711793,-47287637.64887865
MA010120220814115583,3110842,92550628.91300432,58936166.57342343,1.5703537017011424,33614462.33958089
MA010120220807123745,3130033,18607483.54016373,290737358.9594188,0.06400100607215037,-272129875.419255
MA010120220813241715,3130033,17475042.304938268,344300396.1289336,0.05075521971702581,-326825353.82399535
MA0101202303A0114093,3130033,30961387.924441427,410571985.0577365,0.07541037619670304,-379610597.13329506
MA010120220803699812,3130033,42577489.685769215,273428779.2627197,0.15571692798709524,-230851289.5769505
MA0101202307A0001081,3130033,23909367.5050829,290737358.9594188,0.08223699736566425,-266827991.45433587
MA0101202305A0155336,3130033,16651448.679319754,531264243.4833681,0.03134306299026877,-514612794.80404836
MA0101202406A0288695,3130033,18384426.93322537,330968111.7679627,0.055547426546539984,-312583684.8347373
MA010120220807113501,3130033,16068069.861173308,410571985.0577365,0.03913581638985408,-394503915.1965632
MA0101202409A0004940,3130033,23085773.87946439,329252847.11333483,0.07011563912582419,-306167073.23387045
MA010120220806525068,3130033,16068069.861173308,535006639.09346527,0.03003340268518205,-518938569.23229194
MA010120220810045634,3130033,75555551.11157718,270621982.5551469,0.2791922153514946,-195066431.4435697
MA0101202209A0021984,3130057,,944564453.932581,,
MA0106202303A1044347,3130069,55648255.163409695,80385641.84315516,0.692266096223029,-24737386.679745466
MA010120220805143379,3130069,55648255.163409695,80921427.05872828,0.6876825644132637,-25273171.895318583
MA010120220802972784,3110323,37497926.02814727,21133316.476121612,1.7743511434262944,16364609.55202566
MA010120220804964341,3130106,297228360.5307819,184083510.02193332,1.6146386978427825,113144850.50884861
MA010120220812595260,3110393,47805002.86077767,58350670.373018615,0.8192708281824969,-10545667.512240946
MA010120220807929010,3130088,,,,
MA0106202406A2465633,3130088,,,,
MA010120220800600549,3120094,306006240.0623239,75430311.5087165,4.056807268655592,230575928.55360743
MA0101202409A0021931,3130173,,949656727.0697508,,
MA010120220810199262,3110525,30563116.96447208,19383565.009701625,1.5767540889625267,11179551.954770457
MA0101202311A0083488,3110852,20350824.605402306,35157095.582175136,0.5788539607596692,-14806270.97677283
MA0106202406A2465517,3130175,437773268.3096172,61062058.58266825,7.16931710626207,376711209.726949
MA010120220803658119,3120068,220901001.28958783,59595094.974575736,3.7066976347152436,161305906.3150121
MA010120220810433268,3110037,7805505.983553085,32505039.195174802,0.24013217447772206,-24699533.211621717
MA0101202311A0016316,3110037,7409341.71150934,32505039.195174802,0.22794439468526537,-25095697.483665463
MA010120220812360152,3120066,115164615.19950227,256938277.21713042,0.44821898861710396,-141773662.01762813
MA010120220803705421,3120170,281299094.0058823,,,
MA0101202305A0094771,3120002,284371410.5972364,119775234.33501557,2.3742087402445047,164596176.26222083
MA010120220800795375,3110517,11249737.680229006,64586290.36828925,0.17418150882947947,-53336552.68806024
MA0101202212A0069021,3130176,,2467742171.1754317,,
MA010120220810013229,3130176,,2220185608.260867,,
MA010120220804670501,3130060,115463591.96708556,57024661.65655951,2.0248009648471608,58438930.31052604
MA0101202210A0069909,3110553,40516897.502326414,62469072.87150484,0.6485912947207646,-21952175.36917843
MA0101202411A0148010,3110408,48009131.792580806,263257636.6693306,0.18236558003640344,-215248504.87674978
MA010120220811453534,3111004,76934259.08393496,48295572.384013765,1.5929877977057176,28638686.6999212
MA010120220806570363,3120151,437695736.2542927,74666759.6596532,5.8619890884164905,363028976.59463954
MA0101202308A0030688,3120151,93716454.46208586,59012901.37374084,1.5880671970437972,34703553.08834502
MA0101202303A0088204,3120151,80587474.24100925,147146267.8875762,0.5476691651799904,-66558793.64656694
MA0101202212A0063472,3111050,26459567.15499151,47649857.50268532,0.5552916207190914,-21190290.347693812
MA0101202406A0348730,3110409,110285597.89495888,45425099.40471558,2.427855897122247,64860498.4902433
MA0106202406A2465527,3110313,371643342.2300325,323957246.80543035,1.1471987268309014,47686095.42460215
MA010120220800594420,3130178,60828585.22730215,37869385.883264884,1.6062733049999105,22959199.344037265
MA010120220814090613,3110015,368056758.5358928,82780203.82163109,4.44619289513665,285276554.7142617
MA010120220812595540,3130268,89788788.58631845,119241676.65248546,0.7529983672990271,-29452888.06616701
MA0101202307A0029658,3110671,27484431.731909867,48314583.22279136,0.5688640847072566,-20830151.49088149
MA010120220807372753,3110306,60502682.19097287,55012754.02583809,1.0997937144314314,5489928.16513478
MA010120220804283432,3111042,31470729.879992347,73451316.22345585,0.42845698443026053,-41980586.343463495
MA010120220811802533,3110525,125015118.3845446,29793403.68932902,4.196066870776965,95221714.69521558
MA010120220813194426,3110842,78148947.9512854,45818245.61764306,1.7056293882968645,32330702.33364235
MA0101202308A0087121,3130190,273539257.313208,26333729.88928909,10.387409914045511,247205527.4239189
MA010120220814138033,3110283,13112147.3751514,45491325.81646365,0.28823400618875805,-32379178.44131225
MA0101202306A0098791,3110438,23386332.819485266,47594974.520266004,0.4913613793020512,-24208641.70078074
MA0101202310A0014635,3130046,,687614406.3558598,,
MA010120220804369500,3130153,157000249.4265883,139949825.33219108,1.1218323990908396,17050424.094397217
MA010120220813450022,3110630,44780893.5144892,89263023.7002754,0.5016734943147299,-44482130.1857862
MA010120220800992852,3110753,26899229.56890196,80124430.252187,0.33571819666636005,-53225200.68328504
MA010120220812381987,3120173,121053782.10612312,80944509.35575198,1.4955156510810983,40109272.75037114
MA0101202406A0006355,3120175,163478691.56546256,137597404.2779126,1.1880942902613332,25881287.287549973
MA010120220803746048,3130067,44018652.01507213,40320765.42047178,1.091711689109234,3697886.5946003497
MA010120220805528341,3120027,780093801.696622,10334741.24445059,75.48265677506434,769759060.4521714
MA010120220812223813,3110433,48687485.92891271,25440593.36330642,1.9137715586997384,23246892.565606285
MA010120220813622947,3110110,67580838.7874283,43596974.51853961,1.5501267687408629,23983864.268888697
MA010120220812249653,3110900,71886039.34656389,65209545.392798886,1.1023852077355087,6676493.953765005
MA0101202210A0089507,3110405,7819251.523228776,68529803.2261724,0.11410001256420493,-60710551.70294362
MA010120220810325777,3120022,423531147.2138893,47396518.718614735,8.935912377708814,376134628.49527454
MA010120220812816297,3110129,4908326.308052073,59737420.77694717,0.08216501753924388,-54829094.4688951
MA010120220812692268,3110410,204850006.8836228,701689145.1347038,0.2919384003757949,-496839138.251081
MA010120220814131733,3120010,43255352.69792322,94534828.27172866,0.45755995997613813,-51279475.573805444
MA010120220808471611,3110359,364569.9776740965,39255030.17853795,0.009287216612208913,-38890460.20086385
MA010120220806750334,3110576,101407579.48367275,39377499.56786219,2.575267043902634,62030079.91581056
MA010120220807072648,3120229,642649989.2282906,159221350.6397481,4.036204834401488,483428638.58854246
MA010120220805629360,3120072,145406819.6508454,41476019.87607085,3.505804476406181,103930799.77477455
MA010120220803903262,3110300,104892525.01944137,34869648.09176598,3.0081325092603355,70022876.9276754
MA010120220812684551,3130100,4324517.597337574,41533577.53739086,0.10412099678443071,-37209059.940053284
MA0101202406A0003591,3110838,69762186.777624,113203189.01551203,0.616256368465099,-43441002.23788804
MA0101202406A0354707,3110019,146176418.31436008,63592875.03786433,2.2986288311181906,82583543.27649575
MA0101202306A0081109,3130269,,,,
MA010120220812045492,3110166,65044673.45738499,86409580.66772303,0.7527483897272637,-21364907.21033804
MA010120220805502965,3110179,607213803.0901146,70283585.00318772,8.63948238302147,536930218.0869269
MA010120220804498801,3120187,297934582.55872,102925225.91016418,2.894670155245468,195009356.64855582
MA0101202212A0097331,3130308,,,,
MA0106202201A0722612,3130308,,,,
MA010120220803865372,3130081,,35903008.03709529,,
MA0101202409A0141583,3110434,24081832.811867416,157271470.78070107,0.15312270266947753,-133189637.96883366
MA0106202406A2464980,3120192,525914812.5187758,,,
MA010120220812515182,3110908,4502023.924570068,371687113.45463383,0.012112402473719764,-367185089.53006375
MA010120220806653613,3110908,4502023.924570068,219864291.38077942,0.02047637602186482,-215362267.45620936
MA010120220803675047,3110908,4502023.924570068,263201907.72357193,0.017104830076663018,-258699883.79900187
MA0101202406A0075604,3130205,84808018.1553571,252460399.0014572,0.33592602307081654,-167652380.84610012
MA0101202311A0105550,3130024,248246376.57269716,619610778.5345668,0.4006488989090417,-371364401.9618696
MA010120220800117732,3130024,862916602.9223558,388113326.9927961,2.2233624580353823,474803275.92955965
MA010120220814124659,3110851,,25667737.132883083,,
MA010120220806848914,3110383,56531725.62308421,121679351.01651196,0.4645958799600841,-65147625.39342775
MA010120220806476231,3130198,,38975958.15358902,,
MA010120220802780322,3120009,105522176.7834696,67892234.10429408,1.5542598740690965,37629942.679175526
MA010120220806496281,3120113,164702801.8508856,55826338.60030498,2.9502704821790933,108876463.25058061
MA0101202302A0078446,3120162,528112134.5602513,134369911.078744,3.930285630095262,393742223.4815073
MA0101202310A0029065,3110564,64490229.9140461,,,
MA0101202301A0001083,3130095,89992104.53728625,22384122.78087875,4.020354132162209,67607981.7564075
MA0101202406A0524166,3110608,57191662.71242547,48691977.358932905,1.174560258998662,8499685.353492565
MA010120220802054670,3130179,296852116.3842852,114537125.21831153,2.5917545357168756,182314991.16597366
MA0101202309A0037814,3130060,142628099.8950544,28743987.108375523,4.962014991005891,113884112.78667888
MA010120220800854284,3120148,201171140.9515,212775519.19258252,0.9454618687780463,-11604378.24108252
MA010120220807773162,3110393,106616789.77459104,40657999.30428435,2.622283166330644,65958790.470306695
MA0101202301A0080507,3110177,,74273392.84611924,,
MA0101202406A0459675,3130138,,240696054.58989075,,
MA0101202306A0054244,3130138,,213791904.77545187,,
MA0101202210A0034673,3120033,34391016.384060055,472342790.4342279,0.07280944476708265,-437951774.0501678
MA010120220804108887,3111055,,137500555.71943155,,
MA0101202305A0146430,3110265,2315196.2140411157,,,
MA010120220814019498,3110062,180292711.9254304,42064184.953942895,4.286133389644989,138228526.9714875
MA010120220807721966,3120109,83511444.91962235,251512882.0885286,0.33203645035641227,-168001437.16890627
MA010120220811871907,3130250,4912265.5,548105950.1972224,0.008962255361887947,-543193684.6972224
MA010120220808832530,3130250,4912265.5,924974723.6768893,0.005310702410507427,-920062458.1768893
MA0101202308A0016993,3110938,132987345.63497868,25884434.999817938,5.137733950854254,107102910.63516074
MA010120220810577365,3110577,43800860.009852216,,,
MA0101202406A0046626,3110177,,125011515.7785645,,
MA010120220803980265,3110364,555208.3158949328,157700586.5645907,0.003520648365799726,-157145378.24869576
MA010120220803674019,3111068,1076238146.9411764,402314823.28457165,2.6751143183824486,673923323.6566048
MA010120220806880475,3130107,,2909956924.5465083,,
MA010120220803878389,3110559,98480426.41138864,56787023.0262671,1.7342065040393042,41693403.38512154
MA010120220805703628,3110734,,90957123.78674632,,
MA010120220813342186,3130060,62250445.55136907,22247884.08498631,2.7980387939605977,40002561.46638276
MA0101202406A0061679,3111026,36810567.89759952,75007376.74268332,0.4907592960239201,-38196808.8450838
MA010120220813711418,3110424,17596995.847548936,31661377.020878486,0.5557874276964488,-14064381.17332955
MA010120220812329257,3110107,1377345.5479277298,36065950.150610514,0.03818963604137235,-34688604.602682784
MA010120220805446012,3110107,1377345.5479277298,28301538.29896782,0.04866680689618754,-26924192.75104009
MA010120220802964354,3130178,53495697.66732553,47702076.96952659,1.1214542415007593,5793620.697798938
MA010120220806478777,3130071,,,,
MA010120220800219104,3130192,15705394.823820312,148803587.70430183,0.10554446274161852,-133098192.88048153
MA010120220808123411,3130192,15705394.823820312,148803587.70430183,0.10554446274161852,-133098192.88048153
MA010120220800209837,3130192,15705394.823820312,130001825.55288996,0.12080903199795218,-114296430.72906965
MA0106202201A0153478,3120019,666624456.8188119,858166114.3955703,0.7768011866927796,-191541657.57675838
MA010120220805376837,3130196,170264868.16585365,227225936.1794059,0.7493196871773545,-56961068.01355225
MA0101202307A0051907,3130196,102907337.90243904,289603338.4218209,0.3553389201515721,-186696000.51938182
MA010120220809331537,3130196,110391507.93170732,178227178.39629105,0.6193864948412273,-67835670.46458372
MA010120220806528090,3110096,147309935.511089,22402073.403218534,6.575727446469189,124907862.10787046
MA0106202201A1608036,3110132,135791254.38053742,57724727.61246044,2.352393118938381,78066526.76807699
MA0101202311A0063989,3110924,,58606871.48170872,,
MA010120220814335806,3130101,,11799349.652800787,,
MA0101202311A0057925,3110674,229093570.9735871,496537352.6210388,0.46138234979282766,-267443781.6474517
MA0101202406A0496575,3110576,48225259.534547806,38355750.052326135,1.2573149582902803,9869509.48222167
MA010120220800189855,3130191,1130611029.808359,42351836.6204431,26.695678235756564,1088259193.1879158
MA010120220803540686,3130293,127740345.07027435,1220258708.6632526,0.10468300210332125,-1092518363.5929782
MA0101202409A0015864,3120157,217260720.97159597,968362796.2110255,0.22435880601498423,-751102075.2394295
MA010120220813289327,3120039,121049320.27558132,94580049.89550419,1.2798610185706225,26469270.380077124
MA010120220811770920,3110435,92572329.77823712,103603423.1862342,0.8935257739341902,-11031093.407997087
MA010120220804426732,3111020,20535727.75913944,97998340.66869034,0.20955178842276712,-77462612.9095509
MA010120220803544182,3120031,515713567.20399696,73637059.4374524,7.003451307538898,442076507.7665446
MA0101202309A0079520,3120203,145892501.33091894,71368437.80199485,2.044215955678731,74524063.5289241
MA010120220811982063,3130178,29033142.8939421,55703576.33723118,0.52120786997529,-26670433.443289082
MA010120220803832299,3120053,141692630.84061804,63760943.247378804,2.222248000137529,77931687.59323925
MA010120220813329261,3120053,130507092.86243998,92130980.91699904,1.4165386078269961,38376111.94544093
MA010120220811946517,3110068,138260370.83082253,56261176.043362066,2.457473840695892,81999194.78746046
MA0101202305A0182284,3110879,,47779462.26349511,,
MA010120220812936847,3120050,56801692.98335723,35411032.409386404,1.6040676454333807,21390660.573970824
MA010120220813466674,3130190,309905488.0587752,64458400.80556103,4.807836982890238,245447087.25321415
MA010120220805037015,3110076,184485999.73817995,,,
MA0101202309A0026548,3130058,23662929.33528134,213000989.8275275,0.11109304817479387,-189338060.49224615
MA0101202406A0326897,3130118,11778200.507757584,78333126.25711662,0.15036040204417508,-66554925.749359034
MA0101202311A0102365,3110468,32256326.198278006,214446286.55936587,0.15041680863488197,-182189960.36108786
MA010120220806700247,3120068,205324133.28667971,31316735.78459704,6.556370630150305,174007397.50208268
MA0101202411A0081318,3120048,41893413.98082307,187151551.74891514,0.22384753621054804,-145258137.76809207
MA010120220813699361,3120208,90903146.83327176,68953552.19069539,1.3183243303194745,21949594.642576367
MA010120220803148675,3110544,47693515.52609894,123222182.65048862,0.387052997383802,-75528667.12438968
MA010120220813656456,3130258,6218408.780487805,1000815593.6983758,0.006213341212335823,-994597184.917888
MA010120220809207218,3110271,,,,
MA010120220803098669,3110990,56519122.707822576,202186281.58653727,0.2795398480291657,-145667158.87871468
MA0106202201A0153173,3120046,262476527.6041521,257446009.33575383,1.0195400863343644,5030518.268398285
MA010120220807386355,3120159,84864755.60106698,260258208.91437966,0.326079072122205,-175393453.31331268
MA010120220801138917,3120159,78443849.14227958,315025975.71757674,0.24900755791515283,-236582126.57529718
MA0106202303A2117369,3120044,139270424.6285042,852414402.3708044,0.16338347179232363,-713143977.7423003
MA010120220808581989,3110962,,129046408.02940649,,
MA010120220808485009,3110597,,45311664.53161962,,
MA0101202409A0189004,3110028,30954071.695897367,16763676.373507427,1.8464965058809715,14190395.32238994
MA010120220811794135,3120022,158472179.32811648,101035896.43280123,1.5684740112643232,57436282.895315245
MA0101202310A0036144,3130060,252757846.29544303,23589360.315894954,10.714908424635052,229168485.97954807
MA010120220805156221,3110755,42694655.35507429,59189797.04832107,0.7213178075083048,-16495141.693246782
MA010120220806610132,3130050,,240557970.50804842,,
MA010120220812118389,3130050,,384043270.4130096,,
MA010120220805243579,3130050,,240557970.50804842,,
MA010120220807821180,3130016,,562116705.6423602,,
MA010120220803495685,3130051,104099274.91792622,1502598746.2884283,0.06927949002072745,-1398499471.370502
MA0101202406A0132772,3120072,327434866.1281798,65762984.526713304,4.979014615982935,261671881.60146648
MA010120220808569664,3110179,1027628546.9455818,65647230.12391771,15.653798787123236,961981316.8216641
MA010120220809788368,3110026,,,,
MA0101202409A0101727,3110314,131321122.2794409,41431150.16472407,3.169622822144809,89889972.11471683
MA010120220813750887,3110938,114744369.5266546,60923879.05303853,1.8834054795387547,53820490.47361607
MA010120220813713548,3120030,168123754.48152763,79761645.14705636,2.107827039722303,88362109.33447127
MA010120220813996290,3110402,,64550345.65594501,,
MA0101202409A0232651,3110470,10026204.396218412,54935687.08738619,0.18250803339843,-44909482.69116778
MA010120220800440925,3110812,334807927.73260325,103174960.98392893,3.2450501681285298,231632966.74867433
MA0101202406A0088328,3130227,27962022.15238568,96096434.04747748,0.29097876667922945,-68134411.8950918
MA010120220814228547,3130227,27962022.15238568,70912171.70702599,0.39431907224040247,-42950149.55464031
MA010120220808021896,3120016,39434177.76058804,24434678.705616575,1.6138610464995649,14999499.054971468
MA0101202307A0053635,3130178,24850471.05155512,67198632.20513408,0.3698061979280928,-42348161.15357896
MA010120220805062732,3111013,129778560.63976233,90134920.95840313,1.4398255173467014,39643639.6813592
MA0101202210A0042933,3130113,14443418.3337468,164167942.32426703,0.08797952901936489,-149724523.99052024
MA0101202308A0043289,3130113,15074307.959278712,250268619.4395863,0.06023251310052904,-235194311.4803076
MA010120220802889192,3130113,5295518.763534032,272897388.62139547,0.01940479815831429,-267601869.85786143
MA010120220803226363,3130113,5295518.763534032,109445294.88284467,0.048385074212806745,-104149776.11931065
MA0101202411A0036766,3130113,16020642.397576584,167946032.08221403,0.09539160945667621,-151925389.68463746
MA010120220805010295,3110909,41021712.2984236,72171803.37810977,0.5683897285359515,-31150091.079686165
MA0101202406A0480611,3110346,131195249.02978672,49063233.251396246,2.6740032741737396,82132015.77839047
MA010120220811971488,3130060,73426223.54222405,29686218.688693132,2.473411040954823,43740004.85353091
MA010120220802972446,3110371,9177291.763608731,116561712.40242992,0.07873332928732854,-107384420.63882118
MA0101202308A0092339,3130099,51204395.62679426,42790063.94929979,1.1966421571798096,8414331.677494474
MA010120220806928741,3111032,19939002.419080622,206669375.23787123,0.09647777905968678,-186730372.8187906
MA0101202409A0034113,3120151,50617862.2476344,79963339.10707833,0.633013355618367,-29345476.859443925
MA010120220812296005,3120151,76875822.6897876,91028258.11465475,0.8445270011476168,-14152435.424867153
MA010120220808440153,3120151,528512742.2948226,94695120.809026,5.581203468544951,433817621.4857966
MA0101202406A0342283,3120151,92630598.95507954,106639229.117592,0.8686352935306733,-14008630.162512466
MA010120220809806690,3120151,720195853.5225409,59012901.37374084,12.204040549664759,661182952.1488001
MA0101202211A0099165,3120151,45366270.15920377,106639229.117592,0.42541820781318457,-61272958.95838824
MA0106202301A1337298,3120151,142520723.7951706,74666759.6596532,1.9087572908755215,67853964.1355174
MA010120220806658531,3120173,123779436.44417325,83742017.6550565,1.4781042830366402,40037418.78911674
MA010120220804546617,3110082,163026778.32294813,109376946.10706833,1.4905040105330638,53649832.2158798
MA010120220805491881,3130070,128215666.5283806,183346591.61884376,0.6993076047773958,-55130925.09046316
MA010120220800023103,3120008,224759504.4654879,108505699.1774554,2.0714073463228706,116253805.2880325
MA0101202406A0168573,3110304,26538803.890826944,56708483.74017151,0.46798647525891696,-30169679.849344563
MA010120220806425665,3110916,36313537.31112215,19923455.08343449,1.8226525136527552,16390082.22768766
MA010120220814008682,3110510,67203874.68927753,95774307.88015842,0.7016899988635696,-28570433.190880895
MA010120220814085021,3111086,68297088.23475346,71611799.91958614,0.9537127590387677,-3314711.6848326772
MA0101202409A0024377,3120120,207702739.5315636,202167660.15887296,1.027378653643032,5535079.372690648
MA010120220800938547,3130235,88282351.38188845,160539547.85032874,0.549910299450226,-72257196.4684403
MA0101202301A0103400,3110703,171047068.7617381,473068237.6697282,0.36156954701233773,-302021168.9079901
MA010120220801045304,3110983,55197628.655832045,96421685.17355272,0.5724607279370735,-41224056.51772068
MA0101202406A0116985,3110857,,52331886.27571272,,
MA010120220804760460,3110832,,101455892.112087,,
MA010120220812276273,3120163,42430241.64249797,100838836.50177127,0.4207728162450571,-58408594.8592733
MA010120220811805866,3130049,,26940199.17439273,,
MA0101202406A0371539,3120172,135033198.10220057,57887520.73140381,2.3326823132755647,77145677.37079675
MA010120220808019542,3130060,222654998.23661292,25367756.515187748,8.777086350786377,197287241.72142518
MA0101202411A0068711,3130155,,,,
