상가업소번호,상호명_지점,상권_코드,전용면적,리뷰수,별점,카페_추정매출
MA010120220800000033,부동산임대김은숙,3120005,439.7924567331972,0.0,,934051739.1245092
MA010120220800000302,한옥,3120008,123.19590005789692,133.0,4.225,1211226610.2665956
MA010120220800000971,상록,3120154,195.8325827513194,1771.0,4.715,15984275712.475782
MA010120220800001379,우궁옛날전통찻집,3120008,79.22008324713646,0.0,,873016621.8813653
MA010120220800001558,화동커피,3120007,66.81225106875209,95.0,5.0,1331239874.7800798
MA010120220800002698,서울커피,3110023,3942.13955026564,9835.0,3.4333333333333336,2839353478.0568423
MA010120220800002867,조셉의커피나무,3110280,17.98145387896453,478.0,4.29,107724863.99103247
MA010120220800002889,꽃휴게실,3120009,267.12316383376736,0.0,,3809404884.1008434
MA010120220800003226,가야스넥코너,3120011,1724.0156043092293,0.0,,2987431205.061367
MA010120220800003634,차향가,3120008,168.31549918684237,0.0,4.36,1016648931.460482
MA010120220800003898,홍매,3110019,37.91127720500893,0.0,4.56,212742733.14320016
MA010120220800004660,서울찻집,3120145,445.7526120674364,1030.0,4.91,49604686720.32756
MA010120220800005369,흐린세상건너기,3120008,94.88299041724585,15.0,4.24,928383630.0188435
MA010120220800005626,승리,3120009,680.380213864736,0.0,,6250756288.63485
MA010120220800006673,아꼬떼,3120007,85.40834590595898,14.0,4.585,959360750.7632576
MA010120220800007126,엘빈,3120197,202.95417154700417,286.0,3.9249999999999994,8252476389.348874
MA010120220800007320,가케하시,3120094,143.7318284567852,0.0,3.2,1306807087.752972
MA010120220800007378,하나로다방,3120008,1129.4685661228848,0.0,,2566176827.3939857
MA010120220800009105,지대방,3120008,102.89478405679903,264.0,4.6,1441866060.2895632
MA010120220800009183,나무요일,3120007,49.49618631425132,0.0,,823470114.6378876
MA010120220800009220,전통다원,3120008,236.87290678698412,1360.0,4.5,3860957336.5928984
MA010120220800013362,불라여행카페,3120006,114.33412186280309,0.0,,1247271525.0203664
MA010120220800013429,커피친구,3120004,3622.90023842675,145.0,4.4399999999999995,8392055821.64279
MA010120220800013501,포석정,3120012,129.68539939238897,0.0,4.0,792064560.0682622
MA010120220800013605,델리카,3110085,40.34528966741323,40.0,4.155,875128780.6100757
MA010120220800013834,지커뮨홀,3120002,56.05907687858019,0.0,,812196557.4370056
MA010120220800014174,키미아트,3110016,200.409039828985,0.0,,198802132.3550149
MA010120220800014726,TheMonoCo.,3110542,107.13598131807865,0.0,,399601731.42207766
MA010120220800014949,문화공간아리랑,3120005,439.7924567331972,16.0,3.7,967164252.9217199
MA010120220800016098,커피스트,3110012,161.62332110296012,836.0,4.38,4155835383.5833325
MA010120220800016667,홍스커피홍，sCoffee,3130240,10126.858106565356,0.0,,5147145395.22509
MA010120220800016838,보리수,3110305,210.08791546640845,0.0,,435007640.30960685
MA010120220800017772,디저트카페스테이,3120045,118.1264088203956,0.0,,3077572649.997225
MA010120220800018127,지음,3120006,62.30537579976562,198.0,4.66,6050924422.902951
MA010120220800018393,파툼,3120005,65.2711259635714,213.0,2.8449999999999998,961733533.8182094
MA010120220800019983,오후,3110027,487.32026870521804,1480.0,4.0,516181544.1814446
MA010120220800020110,커피로스팅하우스,3110326,131.5976876097016,0.0,4.53,4418048.147613863
MA010120220800020280,CAFE하비비,3120235,1096.868736443744,0.0,4.28,988258423.6554295
MA010120220800020809,귀천,3120008,462.2963574272563,132.0,4.59,1755886344.4546092
MA010120220800021606,코피티암,3110464,210.42887224255438,943.0,3.965,3745360729.4532905
MA010120220800021629,올림픽,3120009,230.0295265434047,0.0,4.49,3590178679.6805687
MA010120220800021661,옛찻집,3120008,120.7274509491235,312.0,3.365,1567102244.5293665
MA010120220800021663,인사동,3120008,120.7274509491235,354.0,2.4,1651529090.3471897
MA010120220800022072,갤러리카페모짜르트,3120012,216.83093832422895,90.0,4.335,1720968825.597392
MA010120220800022528,구스토,3120011,1948.975726950787,0.0,,3254008950.7464113
MA010120220800022626,더스키,3120012,217.16236793534628,209.0,3.455,2760157927.0034046
MA010120220800022739,더블하모니,3110554,275.9569046265662,0.0,,331346317.19846714
MA010120220800022809,국제다방,3120009,179.23381669434366,0.0,,3290225840.509023
MA010120220800022894,혜화동콩집,3110024,64.41024120958961,60.0,4.355,586165180.6603878
MA010120220800023103,수요일,3120008,204.7577198520651,225.0,3.915,1527648870.6942751
MA010120220800023123,백년건강음료,3120009,831.6880243214805,0.0,5.0,7144636316.277234
MA010120220800023216,담다,3110235,103.47211544471119,69.66666666666667,4.8999999999999995,
MA010120220800023292,지하철다방,3120014,337.4589773149367,0.0,,3617658965.7020297
MA010120220800023619,덤,3110024,100.13713385718938,0.0,,467607070.49698055
MA010120220800023973,스탐티쉬,3110009,73.23289230658683,128.0,4.6899999999999995,605820319.777143
MA010120220800024000,커피투어,3130002,132.0099235833706,304.0,4.318333333333334,10117344295.153889
MA010120220800024291,바닐라스카이,3130010,567.6235233831509,0.0,4.44,5902113172.905346
MA010120220800024389,소연,3110019,114.75505507158559,45.0,4.4,514179660.6031425
MA010120220800024464,아리스타커피,3130034,10126.858106565356,11.8,4.071875,
MA010120220800024651,카페모노블럭,3120103,370.7958958093847,281.0,4.125,4782624888.95168
MA010120220800024794,조은날,3120003,1482.4675328857832,0.0,,1793356829.9950657
MA010120220800025092,엠케이투,3120002,80.62691289965618,134.0,3.4,1161354879.9415534
MA010120220800025310,소마,3110283,112.47029474244063,170.0,3.7,3013242230.161832
MA010120220800025912,홀릭,3120012,90.26154112370006,0.0,,727208099.7971026
MA010120220800026176,이디야커피,3110393,4104.350330913294,19.217391304347824,3.804509803921569,5568187253.582722
MA010120220800026291,태을커피,3120006,1394.8010178729419,188.0,3.6799999999999997,6949629880.848283
MA010120220800026401,커피홀릭,3120194,372.41098394382453,24.0,4.49,2757482591.8595324
MA010120220800026475,커피스토리,3110701,454.9529208951735,49.0,4.291250000000001,2041906022.1120677
MA010120220800026481,동네커피,3130072,935.6040908787602,25.5,4.33,7411755599.821617
MA010120220800026630,브라운팩토리,3120062,104.24819127508799,0.0,,1530596640.6201046
MA010120220800026936,커피한잔,3111048,110.05381514370116,708.0,4.6466666666666665,1830044637.296474
MA010120220800027131,보티,3120007,147.95181771475856,0.0,4.57,1003731598.1089765
MA010120220800027631,통밀로만,3130020,73.54329416785764,0.0,,2036052354.28119
MA010120220800028316,금농,3110197,238.48469889315476,0.0,4.42,173363641.0
MA010120220800028706,피피앤에프,3110020,76.5835958706404,0.0,5.0,666312567.5266005
MA010120220800028993,베스트빈,3120196,1510.1997876900539,10.0,4.720000000000001,4517793291.036469
MA010120220800029250,브람스,3120007,83.03702487727755,116.0,3.2649999999999997,1466034772.7143173
MA010120220800029362,이공오도씨,3110021,131.47942350412404,248.0,4.3149999999999995,761775817.5203059
MA010120220800029475,Teastory,3120009,528.7512648457222,0.0,4.75,5354890674.09434
MA010120220800029549,Cafe-D55,3120005,50.42769024252768,0.0,4.45,506577863.7298032
MA010120220800029586,마가리,3120013,124.73633251753438,159.0,4.645,1045425725.7159084
MA010120220800030036,폴링,3120009,221.87856974819033,0.0,4.49,3542025332.781791
MA010120220800030084,수래연,3120003,899.9521686531823,6.0,4.475,1425939656.1610062
MA010120220800030108,김종영미술관카페,3110016,564.4442491926998,124.0,4.52,563849849.875964
MA010120220800030119,자스,3120004,230.31515009262347,13.0,4.470000000000001,1662953582.249455
MA010120220800030217,스크웨어,3120003,85.55364340146876,0.0,,773770588.0100249
MA010120220800030348,초당,3120008,108.15865721997567,15458.0,5.0,31992732711.336754
MA010120220800030710,지중해,3120009,163.94215367287802,1114.0,4.5075,26742592583.88658
MA010120220800030749,커피다이어리,3120026,975.6376796394713,1.0,4.0,1571170372.8701055
MA010120220800030923,92도,3120055,67.80116471941756,20.0,4.050000000000001,1784712091.0491326
MA010120220800031143,소소,3130105,981.5259296694235,37.666666666666664,4.766666666666667,4107287011.7076254
MA010120220800031379,반달,3110325,288.65673590997926,0.0,4.84,1145184384.4363456
MA010120220800031710,미니찻집,3130012,4209.0667363180555,0.0,,319137971.9782646
MA010120220800031772,카페드람브르,3120006,388.7781557374728,369.5,4.1000000000000005,10530294177.231216
MA010120220800032087,영다방,3120015,115.52907958632498,0.0,,624089938.8166648
MA010120220800032114,아리스타,3120127,167.53937415561063,10.75,4.391666666666667,2917242967.366314
MA010120220800032118,커피브론즈,3120007,54.51110876798287,706.0,4.42,4369741783.727282
MA010120220800032250,합동매점,3130012,4209.0667363180555,0.0,,319137971.9782646
MA010120220800032823,카페지밥,3120005,120.63911406915544,39.0,4.494999999999999,663955121.4172055
MA010120220800032863,카페트루어스,3120006,1394.8010178729419,273.0,4.234999999999999,9030875317.76825
MA010120220800033032,코피발리,3110028,166.31937927887162,41.5,4.47,1829364047.308264
MA010120220800033085,프레드매스,3120003,574.204053192152,47.0,4.705,1582485519.1922894
MA010120220800033275,카페헐리우드,3120008,228.58119306404768,51.0,4.17,1216286755.646331
MA010120220800033679,커퍼커피,3110022,175.94436242607816,35.0,4.415,1550251266.8810465
MA010120220800033726,카페올웨이즈,3120009,93.33958233789178,15.0,3.35,3099704215.6872096
MA010120220800033990,오가다,3120129,4968.254168803591,62.0,4.28,4110244143.136505
MA010120220800034023,쇼콜라디제이,3120003,574.204053192152,110.0,4.48,2188489250.0962944
MA010120220800034190,소격동37번지KITCHEN,3120005,53.53487980931659,0.0,4.41,510063133.9134183
MA010120220800034347,카페효제눅,3120013,80.12378447373763,268.0,4.56,1036522955.041866
MA010120220800034358,지유가오카핫초메,3120007,104.61132973940438,551.0,4.095000000000001,3684926412.5255594
MA010120220800034416,플랜비원,3110015,194.98874453021247,0.0,,719514903.6222887
MA010120220800034421,카페감,3110020,89.1486831777682,28.0,4.795,1342866432.9431114
MA010120220800034470,가회한경헌,3110018,75.58870656519098,55.0,4.255,248732566.57521453
MA010120220800034883,언니네다락방,3120012,435.51612851322307,27.0,4.595000000000001,1531100934.3382995
MA010120220800035344,카페통,3120009,528.7512648457222,12.0,3.755,5608493477.538448
MA010120220800035353,라디오엠,3120005,439.7924567331972,438.0,3.46,1836636082.7935665
MA010120220800035466,아이커피샵,3130001,135.2495781963017,1.0,4.835,1584039576.231401
MA010120220800035526,카페마지오,3120096,169.09436818605604,0.0,4.28,1157076645.62019
MA010120220800035736,유메미루,3120013,398.6751543402984,82.0,4.09,1816716761.2931638
MA010120220800035777,일립스,3120006,183.57484922888176,47.0,4.785,2457569854.2245784
MA010120220800035795,에코레카페앤그로서리,3110008,157.9433991306075,227.0,3.8,794396599.7186013
MA010120220800036379,반다지,3130001,70.06081662176035,0.0,,1275558633.4804618
MA010120220800036591,모노커피,3120012,1548.9257397344331,30.0,4.5649999999999995,3389964784.987787
MA010120220800036614,정주,3110028,166.31937927887162,138.0,3.905,3706498232.147149
MA010120220800036866,심우방,3120008,65.54471266643542,0.0,4.75,850934424.1004434
MA010120220800037232,레이지,3110003,427.7362641469555,64.0,3.9299999999999997,2369563555.4058027
MA010120220800037417,나인커피로스터스,3110014,84.15723785212565,123.0,4.33,199165322.25424764
MA010120220800037691,왕관커피숍,3120014,337.4589773149367,0.0,5.0,3617658965.7020297
MA010120220800037703,올리브,3110141,1186.579420197322,64.0,4.6125,3715996661.954047
MA010120220800037739,카페이드라,3120007,66.83765108804818,200.0,4.595000000000001,1857271906.9577143
MA010120220800038167,첫만남,3120012,135.0593808710689,484.0,3.8499999999999996,5025219304.342472
MA010120220800038168,플러스커피앤코,3120003,253.1755010753779,16.0,4.5,1049964634.4551076
MA010120220800038462,만타,3110028,27.170653980601244,41.0,2.9,1478670567.2681358
MA010120220800038508,카페다커피독립문,3110002,81.46879378746925,154.0,4.6,9177374648.853611
MA010120220800038802,모던팩토리,3120007,48.25602639173027,0.0,,821259513.320317
MA010120220800038884,이미,3120008,1430.7379205518707,1069.5,4.68,5201691963.560621
MA010120220800038914,미스터브리즈커피,3120127,667.5674466697445,7.5,4.335,3940204182.365369
MA010120220800039010,갤러리콘서트카페'시가연',3120008,143.308994330483,0.0,,976263721.0692915
MA010120220800039169,무궁화,3110037,1285.5892995639258,1079.0,4.365,2320251408.905193
MA010120220800039172,웬즈데이,3110008,99.6684313582741,0.0,,424999983.91887355
MA010120220800039397,어반스테이,3120006,86.96898563911483,26.0,4.17,1860500745.1403177
MA010120220800039454,통인길커피점,3130001,752.3035839523872,0.0,,4361820881.85762
MA010120220800039477,사랑방,3130250,2449.733993615561,2747.0,4.375,1224347411.3544765
MA010120220800039586,크레프트라온,3120072,512.1199442567901,0.0,,1040903159.5458829
MA010120220800039628,망고랑,3110018,168.08358036410266,72.0,2.92,333123663.5951781
MA010120220800039668,제비꽃다방,3110009,188.09107288893014,355.0,4.465,1396016844.4466617
MA010120220800040038,수애뇨339,3110016,154.48764921632988,202.0,3.99,515006094.0438438
MA010120220800040278,스튜디오잇,3120002,70.28184328093522,0.0,,877378605.274323
MA010120220800040317,더한옥,3120007,202.6865767397305,95.0,4.17,1579950895.6113317
MA010120220800040374,문경새재,3120016,72.25401497368067,2697.0,3.665,15139219578.927423
MA010120220800040548,카페마루,3120009,585.177911519955,237.0,4.0,10696897323.431839
MA010120220800040575,슬로스텝,3120012,259.0758788131002,756.0,3.7,7603353208.094938
MA010120220800040660,인산인해,3120008,141.76583038297167,31.0,3.545,1036162789.5772196
MA010120220800040990,아더,3110544,138.9961518765478,1.0,5.0,346439078.6264586
MA010120220800041059,카페자스,3120003,429.6776733809357,42.75,4.255,1436110083.9215543
MA010120220800041256,구카페종로1점,3120006,891.9595894033297,0.0,,1914749376.3069935
MA010120220800041328,더커피,3120003,662.464873604098,7.0,4.483750000000001,1262145521.6879733
MA010120220800041690,자후,3120004,3622.90023842675,0.0,,4690126147.324484
MA010120220800041887,디끌레,3120176,193.40532739989604,195.0,4.4,890259196.0392977
MA010120220800042370,비스트로에버,3130183,97.21566063373618,78.0,4.01,1499981392.1071165
MA010120220800042852,누아흐,3130070,995.4785019696424,200.0,4.765000000000001,6459380653.357342
MA010120220800043119,바람부는섬,3120008,96.3603667673541,12.0,4.65,924806623.5772088
MA010120220800044766,수다방,3110476,84.53376891453233,1.0,5.0,96269528.6350706
MA010120220800044910,모모모,3110891,167.47441067592143,2.0,4.635,201622342.59013936
MA010120220800045495,혜성커피숍,3111071,131.34572228447462,0.0,,396246745.9466553
MA010120220800046638,더쌍화커피,3130153,425.9479964895025,37.666666666666664,4.341666666666667,9533585421.050465
MA010120220800046987,다리치,3120009,112.7762477879203,0.0,,2897482355.9499736
MA010120220800047155,행복한커피상점커피정,3110640,877.0845314866931,0.0,,1810063676.0074914
MA010120220800049418,몽떼,3110072,77.96622198784253,142.0,4.9,3326658227.3123837
MA010120220800051466,올웨이즈온,3120160,100.55309524535188,0.0,4.66,2329015271.3013554
MA010120220800053202,금나막스2,3120041,58.36315417865466,0.0,4.45,435068780.7538138
MA010120220800054005,아사녀다방,3120009,473.9111120855675,4.0,4.9399999999999995,5115578777.4011965
MA010120220800055197,우이천커피,3110376,50.33819462691228,0.0,,978624728.7771509
MA010120220800056622,제이드커피,3110615,1011.3791824144837,50.0,5.0,8671292593.885
MA010120220800057808,모타운커피,3111013,209.12847973842025,0.0,4.0,724297478.3286607
MA010120220800058284,타쎄,3111085,93.85223297009506,0.0,4.66,1151444588.3897479
MA010120220800062188,오앤디,3120065,107.54603385599309,370.0,4.68,6233444431.313704
MA010120220800062639,카페체인지,3110140,225.94707561518572,8.0,4.855,1197560433.0517304
MA010120220800063925,심스인베스트주,3120213,247.96381994532064,0.0,,1767901774.094408
MA010120220800064237,도서출판에이앤에이,3110005,788.7995120980737,0.0,,1444114210.6885884
MA010120220800066254,컨퍼런스하우스달개비,3120003,107.97687930623735,0.0,4.4,790074003.8227301
MA010120220800066391,가은,3120090,366.2252306481831,0.0,,4316094978.524583
MA010120220800067034,나눔문화연구소,3120002,147.98793433838784,0.0,,1233768971.2576978
MA010120220800067416,보령중보재단,3120010,968.8517755831734,0.0,,7720966460.657797
MA010120220800068015,아주신씨화곡파우암재단,3120003,185.9456852242784,0.0,,847049814.1603763
MA010120220800069203,커피스미스에프씨종로지점주,3120006,102.4318028454009,0.0,2.7,1237056436.3291628
MA010120220800070161,청하고려인삼주,3110005,1385.4967107264274,0.0,,1903434157.3114114
MA010120220800071236,오픈찬스,3001492,68.34429002445123,0.0,,11234105062.255323
MA010120220800072772,미리온,3120002,174.24693061595315,0.0,,1354252036.9374402
MA010120220800073538,티씨케이컴퍼니TCKCompany,3120208,363.9962352525001,0.0,4.62,6974374432.038985
MA010120220800074745,언더투에니포주,3130012,192.86558617458525,0.0,,157340886.2633086
MA010120220800075494,뎀셀브즈,3110559,74.44518010011552,5.0,5.0,311521825.75337964
MA010120220800075960,대양푸드빌,3120009,286.8997877879782,0.0,,3926194898.9980626
MA010120220800076059,씨플라밍고,3120005,439.7924567331972,454.0,4.365,1869601839.3763852
MA010120220800079823,카페미우,3110060,55.58498818666128,137.0,4.675000000000001,1321305185.5188339
MA010120220800082280,온어롤,3110544,249.31268807965256,50.0,4.9,528135433.60130686
MA010120220800084577,팀트,3120003,211.41413743628576,181.0,4.505000000000001,2606634364.619164
MA010120220800085352,골목카페,3120009,171.09218370962134,891.0,4.391666666666667,22072003133.041492
MA010120220800086424,이디아신촌기차역점,3110520,127.885065095424,55.0,3.62,1501050895.4923408
MA010120220800087173,라이프커피컴퍼니,3130179,210.8874304516823,0.0,4.4,673898265.0827935
MA010120220800087245,모쿠816,3110890,250.40442395721863,117.5,3.8666666666666667,1655652640.5983772
MA010120220800088524,카페나우어데이즈,3130119,162.50169603831824,60.0,4.66,1306022766.3629599
MA010120220800089608,커피와쟁이,3110943,128.16199943480038,18.0,3.1,2978639244.534254
MA010120220800089682,하이네스,3110559,76.23193222006029,106.0,4.3,433600753.8775825
MA010120220800090627,이디야다동점,3120026,572.7577020754912,18.0,3.7800000000000002,1624990922.4163675
MA010120220800090754,차사랑,3120003,1253.3963955754145,0.0,4.46,1626150790.8439546
MA010120220800090849,벤센느,3111073,65.0532472187549,0.0,4.25,1518615437.8785546
MA010120220800091091,카페인중독종로2가점,3120006,1556.8090242117676,0.0,,2485309225.2857046
MA010120220800091261,블루베르,3130318,85.04333146251832,96.0,4.52,10159301507.365385
MA010120220800093321,탠저린,3110957,315.1980268270238,48.0,4.5,811592874.814457
MA010120220800094347,컨큐어카페,3110559,165.08240079059075,194.5,4.5,667882479.0763185
MA010120220800095126,테누,3110562,119.38473618760871,476.0,3.4,293255139.67325085
MA010120220800095669,메이크메이드,3110018,115.95934315972593,0.0,,190200281.95600107
MA010120220800096535,토니웍스,3110695,150.7066399212834,0.0,,1826065170.553141
MA010120220800096654,원즈커피,3120058,124.05867510637978,257.0,4.58,23967328084.616035
