상가업소번호,TRDAR_CD,est_총_유동인구_수,est_시간대_00_06_유동인구_수,est_시간대_06_11_유동인구_수,est_시간대_11_14_유동인구_수,est_시간대_14_17_유동인구_수,est_시간대_17_21_유동인구_수,est_시간대_21_24_유동인구_수
MA010120220800672495,3130284,70102.0,17245.0,13100.0,7883.0,8551.0,13485.0,9836.0
MA0101202406A0465702,3120233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0106202410A0428092,3111080,7778.31595836061,1913.2548274674668,1572.6672065206287,915.4475553318778,910.3124467871752,1434.5389735458946,1032.094948707567
MA010120220803375113,3130174,,,,,,,
MA010120220813491137,3130302,50805.0,7467.0,8862.0,8687.0,8987.0,11223.0,5577.0
MA0101202310A0083403,3110450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220814115583,3110842,9936.879155359566,1720.95121692673,1977.0526416214382,1411.255533412483,1562.5064450474897,2135.0777716530984,1130.0355466983265
MA010120220807123745,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA010120220813241715,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA0101202303A0114093,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA010120220803699812,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA0101202307A0001081,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA0101202305A0155336,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA0101202406A0288695,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA010120220807113501,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA0101202409A0004940,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA010120220806525068,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA010120220810045634,3130033,5792.181818181818,538.6363636363636,1294.6363636363637,1194.3636363636365,1222.4545454545455,1106.8181818181818,435.0909090909091
MA0101202209A0021984,3130057,15682.0,3809.0,3346.0,1915.0,1907.0,2717.0,1990.0
MA0106202303A1044347,3130069,53665.28740704873,12735.093196831875,10363.654051810603,6533.082350499775,6446.256396776536,9948.039262615432,7639.077605229481
MA010120220805143379,3130069,53665.28740704873,12735.093196831875,10363.654051810603,6533.082350499775,6446.256396776536,9948.039262615432,7639.077605229481
MA010120220802972784,3110323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220804964341,3130106,104509.59432953861,25358.02875533723,20037.560889704033,12247.448292378054,13102.094116341419,19365.960847648697,14398.737159979672
MA010120220812595260,3110393,14708.514210579548,2825.710528977445,2616.635986649135,2003.0302417315665,2192.47901284515,3170.1628400930513,1900.4956002832
MA010120220807929010,3130088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0106202406A2465633,3130088,58335.0,8738.0,12840.0,10979.0,10843.0,9680.0,5255.0
MA010120220800600549,3120094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0101202409A0021931,3130173,74191.0,17054.0,16565.0,8743.0,9522.0,12867.0,9440.0
MA010120220810199262,3110525,55000.18216716795,10552.737573215132,10858.216123159727,7404.541277505144,8024.492322304891,11433.039654899476,6726.997427576381
MA0101202311A0083488,3110852,79804.26577643471,22562.539584013935,16185.8709163672,9368.787610258085,8950.194775672437,12727.054720679515,10009.57704453882
MA0106202406A2465517,3130175,15079.887281564634,2431.1908343941673,2896.5709987269993,2212.5182270570535,2366.598310380743,3338.1775257493346,1834.831385256336
MA010120220803658119,3120068,7332.475000091986,1307.601797035113,1399.2470555336834,987.0505002189263,1041.882324371461,1591.831540836188,1004.8617820966145
MA010120220810433268,3110037,478237.0,130015.0,101947.5,56750.5,55790.0,73724.5,60009.0
MA0101202311A0016316,3110037,478237.0,130015.0,101947.5,56750.5,55790.0,73724.5,60009.0
MA010120220812360152,3120066,91841.39444680329,18546.279104866364,19550.614540926465,13436.312122909614,13300.980119241736,16501.656775049865,10505.48947625691
MA010120220803705421,3120170,52715.71795669955,11263.254227536683,9191.073228642272,6737.996775543939,8394.31674806522,11119.215722980152,6009.861253931282
MA0101202305A0094771,3120002,91213.25828446193,11929.660884961138,16549.270810081372,16468.72620690355,17587.687808194158,19310.80006189249,9367.046383855191
MA010120220800795375,3110517,131526.93418696578,24305.979931754453,27804.809284097435,19562.498733065306,18905.662353457887,25064.072265954932,15883.532382850772
MA0101202212A0069021,3130176,,,,,,,
MA010120220810013229,3130176,,,,,,,
MA010120220804670501,3130060,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0101202210A0069909,3110553,112466.35429474794,34030.5839408045,23170.227889513437,11570.108104250834,11259.947062181627,16923.199675039523,15512.28762295802
MA0101202411A0148010,3110408,47106.77170651519,8871.079873445513,8868.412337936508,6431.999726962073,7145.565475620809,10211.516466720335,5578.1978258299505
MA010120220811453534,3111004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220806570363,3120151,40407.2913355193,9225.820111705814,8440.884970966972,5951.350710828708,5840.652728871702,6526.468390981998,4422.145631067961
MA0101202308A0030688,3120151,40407.2913355193,9225.820111705814,8440.884970966972,5951.350710828708,5840.652728871702,6526.468390981998,4422.145631067961
MA0101202303A0088204,3120151,40407.2913355193,9225.820111705814,8440.884970966972,5951.350710828708,5840.652728871702,6526.468390981998,4422.145631067961
MA0101202212A0063472,3111050,45410.462095889365,11576.630042611825,9513.104028986247,5860.512362532215,5589.247327192468,7315.611033145366,5555.212472251283
MA0101202406A0348730,3110409,20556.196025292218,4539.348498290134,3954.025222341927,2582.746592429342,2841.5749564936,4124.642680388416,2513.858075348799
MA0106202406A2465527,3110313,469724.0088505266,82720.13181535526,84141.18841883367,72518.61245018401,72967.64804001705,97566.25982533605,59809.66005451893
MA010120220800594420,3130178,16184.414712982281,2715.135059940264,3368.854465856552,2948.387054539503,2885.981915633566,2729.4575508367084,1536.5986661756883
MA010120220814090613,3110015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220812595540,3130268,43946.44634116495,10476.975709740576,8585.284630445423,5146.919787077826,5641.580580029368,8529.24883749388,5566.651492902593
MA0101202307A0029658,3110671,10488.444369799174,3011.2710857633338,2251.182770747291,1217.8129759212359,1151.265684431495,1539.9048167408093,1317.000890342452
MA010120220807372753,3110306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220804283432,3111042,402289.3891898069,110885.81839789738,80474.44927436864,43121.27546566107,44084.5169694892,67436.11162152897,56287.645663352756
MA010120220811802533,3110525,32611.09371537122,6257.003166059838,6438.1296501503875,4390.35254076302,4757.938261833148,6778.958049707139,3988.618489789457
MA010120220813194426,3110842,10625.654935549524,1840.2391239823608,2114.092244742198,1509.0768529511531,1670.8117367706918,2283.070902589326,1208.3640745137945
MA0101202308A0087121,3130190,3367.7213120943356,522.7342052522787,409.0539700418131,458.67009813020894,621.8696683582775,907.331792740441,448.0486718285443
MA010120220814138033,3110283,35155.6113111105,9117.815053999835,7197.506499216796,4480.44573909698,4151.790596059249,5568.216109263789,4640.042980021435
MA0101202306A0098791,3110438,24409.84205067708,6423.800638319485,4849.460671714535,2710.7531795687873,2811.47437188258,4306.679491268995,3307.6736979227003
MA0101202310A0014635,3130046,69684.0,16795.0,13847.0,9945.0,9066.0,10501.0,9530.0
MA010120220804369500,3130153,27894.923737064142,2744.107020517073,5182.940179569466,5076.751884037067,5847.631341722857,6534.567482782244,2509.0657339631484
MA010120220813450022,3110630,79095.60094553267,23304.282188758127,16840.179157633942,9169.953420176525,8525.983470114586,11374.768823552182,9880.48835746361
MA010120220800992852,3110753,122354.48912912913,37446.935975975975,23818.555675675674,11863.30906906907,11866.157837837838,19779.26054054054,17580.39951951952
MA010120220812381987,3120173,21488.18915272012,2809.6766776306686,4510.023783739163,3929.2794314978123,3857.812132849372,4387.664571421335,1993.7277188669163
MA0101202406A0006355,3120175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220803746048,3130067,5918.505636816464,1650.5695571647964,1211.5123060906376,676.4059974576808,652.6016611353009,954.3349908257936,773.0811241422548
MA010120220805528341,3120027,354.6796895149279,36.354799969850205,73.81472181638536,75.69401476039464,74.9505957594268,67.77511360957318,26.08995547126029
MA010120220812223813,3110433,48649.80060258816,14922.09578188284,10052.226049590041,4740.37172774869,4483.324627086831,7399.9008890645055,7051.8815272152515
MA010120220813622947,3110110,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220812249653,3110900,585981.3822935779,176189.68614678897,120248.48963302751,55775.356238532106,55268.810091743115,92741.5672477064,85757.4729357798
MA0101202210A0089507,3110405,215693.50668834965,51741.02707071107,42342.552926710756,25184.677382569633,26576.65373288248,40261.38834075381,29587.398782313798
MA010120220810325777,3120022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220812816297,3110129,2795.78012078612,718.8406628087823,589.5109828516028,387.74700054535543,388.3924387485104,409.41758821628395,301.9037195257428
MA010120220812692268,3110410,248116.59986497412,45492.404827591956,48654.259499737454,35442.02762196088,38515.101777840755,50435.78852613418,29577.44037607208
MA010120220814131733,3120010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220808471611,3110359,166684.03842102183,49938.53461696026,33128.136799906366,16619.294814771463,16584.39433487447,26468.288669748934,23945.258471352492
MA010120220806750334,3110576,28742.312306225376,4214.492674794456,5419.839906928211,4282.955706943803,4688.141250832069,6601.915713660324,3534.9670530665117
MA010120220807072648,3120229,61063.79523095733,11462.129698315333,10539.956259048748,8213.003903432256,8705.525223948554,13616.00238400974,8527.177762202702
MA010120220805629360,3120072,19513.89408025582,3606.3102082220034,3574.9491317782167,2615.058132076417,2879.5377299902043,4319.164206442996,2518.8675523188685
MA010120220803903262,3110300,105568.67714345151,25218.58015394217,21644.068982733515,13495.392077030521,13321.281844928528,18784.26774049749,13105.086344319296
MA010120220812684551,3130100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0101202406A0003591,3110838,43181.55284889662,12699.199381335102,7629.170657607645,4838.792664401912,5164.919711657967,7421.900240285028,5427.894053636037
MA0101202406A0354707,3110019,67245.16779849364,7112.817384862329,13049.452154586987,13691.161377947896,14821.060871712558,13366.042350907519,5204.292505247561
MA0101202306A0081109,3130269,44533.0,11861.0,7689.0,5480.0,6006.0,8271.0,5224.0
MA010120220812045492,3110166,128246.67621495716,36360.84291303267,26885.73138648716,14395.373250212953,13891.019229754485,19628.03714787538,17085.817321101473
MA010120220805502965,3110179,79693.6056098739,23227.865349701016,17541.363226010628,10003.308892849409,8917.209454169928,10650.31750420574,9353.738261405466
MA010120220804498801,3120187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0101202212A0097331,3130308,,,,,,,
MA0106202201A0722612,3130308,,,,,,,
MA010120220803865372,3130081,352705.13909579074,92152.44205785553,71063.96258444483,40314.412610427855,42537.619954962756,60453.13563138749,46183.092326346785
MA0101202409A0141583,3110434,109142.03248687758,31856.41105121294,22648.153851610157,11449.74680805788,11496.53397645056,17340.86157611009,14350.55124840403
MA0106202406A2464980,3120192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220812515182,3110908,5741.148161315969,143.55032305745607,1278.6108809334514,1245.7499636070456,1433.4030967604672,1309.1245898793993,330.70930707814966
MA010120220806653613,3110908,5741.148161315969,143.55032305745607,1278.6108809334514,1245.7499636070456,1433.4030967604672,1309.1245898793993,330.70930707814966
MA010120220803675047,3110908,5741.148161315969,143.55032305745607,1278.6108809334514,1245.7499636070456,1433.4030967604672,1309.1245898793993,330.70930707814966
