상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,위도,경도,지번주소,신우편번호
MA010120220800672495,가비수구.거니는집,,3130284,관악종합시장(신원시장),서울특별시 관악구 신원로 23,37.4815694015989,126.928058757351,서울특별시 관악구 신림동 1602-1,8774
MA0101202406A0465702,카페인중독잠실,방이점,3120233,몽촌토성역,서울특별시 송파구 위례성대로2길 11,37.5159822871706,127.113453056366,서울특별시 송파구 방이동 48-2,5545
MA0106202410A0428092,제이든커피로스터스JDCR,,3111080,굽은다리역 3번,서울특별시 강동구 상암로51길 31,37.5479770216037,127.146069550707,서울특별시 강동구 명일동 338-17,5294
MA010120220803375113,커피가게동경연희점,,3130174,연희사러가,서울특별시 서대문구 연희맛로 23,37.5671475587255,126.929663080986,서울특별시 서대문구 연희동 131-1,3707
MA010120220813491137,컴포즈커피강남,시장점,3130302,강남시장(강남구 강남시장),서울특별시 강남구 압구정로2길 46,37.5187650050546,127.020677958375,서울특별시 강남구 신사동 510-11,6034
MA0101202310A0083403,컴포즈커피은평서북,병원점,3110450,시립서북병원,서울특별시 은평구 갈현로11길 12,37.6054618442717,126.909230864566,서울특별시 은평구 구산동 190-8,3430
MA010120220814115583,더치앤빈흑리단길점,,3110842,흑리단길,서울특별시 동작구 서달로14길 40,37.5073098626657,126.96498404004,서울특별시 동작구 흑석동 43-5,6979
MA010120220807123745,세운나다방,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA010120220813241715,브라운컬렉션,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA0101202303A0114093,서울바나나커피,을지로4가점,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA010120220803699812,챔프커피,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA0101202307A0001081,이프프커피,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA0101202305A0155336,헤일리스커피,을지로점,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA0101202406A0288695,리오네커피,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA010120220807113501,해피클럽,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA0101202409A0004940,톤즈,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA010120220806525068,빈티지라이언,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA010120220810045634,호랑이,,3130033,대림상가(청계상가),서울특별시 중구 을지로 157,37.5675198109677,126.995427058491,서울특별시 중구 산림동 207-2,4545
MA0101202209A0021984,아르팡,,3130057,만리시장,서울특별시 용산구 효창원로 270,37.5513324117351,126.963695983216,서울특별시 용산구 서계동 260-1,4305
MA0106202303A1044347,멀티커피,한양대점,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",서울특별시 성동구 마조로 17,37.5595571643077,127.040473015086,서울특별시 성동구 행당동 19-54,4760
MA010120220805143379,티아트커피로스터스,,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",서울특별시 성동구 마조로 17,37.5595571643077,127.040473015086,서울특별시 성동구 행당동 19-54,4760
MA010120220802972784,카페쏙,,3110323,상월곡역 1번,서울특별시 성북구 장월로1길 66,37.6058216854875,127.044609030077,서울특별시 성북구 상월곡동 64-1,2748
MA010120220804964341,단조,,3130106,중랑동부시장,서울특별시 중랑구 중랑천로10길 68,37.5923443233976,127.07680336661,서울특별시 중랑구 면목동 185-1,2125
MA010120220812595260,이디야커피,,3110393,국민은행방학지점,서울특별시 도봉구 방학로 171,37.6621640603055,127.033252539557,서울특별시 도봉구 방학동 670,1384
MA010120220807929010,카페숲,,3130088,경동시장,서울특별시 동대문구 고산자로36길 3,37.5790371332837,127.039147690267,서울특별시 동대문구 제기동 1019,2571
MA0106202406A2465633,스타벅스,경동1960,3130088,경동시장,서울특별시 동대문구 고산자로36길 3,37.5790371332837,127.039147690267,서울특별시 동대문구 제기동 1036,2571
MA010120220800600549,이디아,,3120094,"신촌역(신촌역, 신촌로터리)",서울특별시 서대문구 신촌로 87-20,37.5565106454592,126.936463576904,서울특별시 서대문구 창천동 30-20,3789
MA0101202409A0021931,에나꼬레,,3130173,백련시장,서울특별시 서대문구 가재울로6길 53-87,37.5770093670864,126.923110501294,서울특별시 서대문구 남가좌동 345-4,3692
MA010120220810199262,태무든TAEMOODEN,,3110525,홍은종합사회복지관,서울특별시 서대문구 세검정로1길 105,37.5950149200007,126.946078325775,서울특별시 서대문구 홍은동 36-6,3611
MA0101202311A0083488,두번째디저트,,3110852,이수역 9번,서울특별시 동작구 사당로28길 13,37.4834276222441,126.979727510488,서울특별시 동작구 사당동 1005-1,7013
MA0106202406A2465517,스타벅스,신촌,3130175,신촌 상인회(신촌상점가),서울특별시 서대문구 연세로 10-1,37.5564839669554,126.937120014026,서울특별시 서대문구 창천동 18-55,3779
MA010120220803658119,이디야사가정점,,3120068,사가정역,서울특별시 중랑구 면목로 325,37.5811370338552,127.088181000117,서울특별시 중랑구 면목동 496-18,2228
MA010120220810433268,로스토,,3110037,신설동역 12번,서울특별시 종로구 숭인동길 68,37.577951370222,127.022007520491,서울특별시 종로구 숭인동 365,3111
MA0101202311A0016316,청림무역,,3110037,신설동역 12번,서울특별시 종로구 숭인동길 68,37.577951370222,127.022007520491,서울특별시 종로구 숭인동 365,3111
MA010120220812360152,9카페,,3120066,장한평역(장한평),서울특별시 동대문구 장한로 3,37.5621323047926,127.064571166229,서울특별시 동대문구 장안동 416-5,2633
MA010120220803705421,쥬씨삼호가든,사거리점,3120170,삼호가든사거리,서울특별시 서초구 고무래로10길 5,37.5021067382711,127.010902145789,서울특별시 서초구 반포동 52-2,6593
MA0101202305A0094771,몹시,,3120002,서촌(경복궁역),서울특별시 종로구 자하문로 36,37.5792745036982,126.971754251522,서울특별시 종로구 통의동 108,3044
MA010120220800795375,마룬여유,,3110517,서대문소방서,서울특별시 서대문구 연희로26가길 14,37.5736386573439,126.936607509442,서울특별시 서대문구 연희동 75-3,3720
MA0101202212A0069021,탐앤탐스홍제역점,,3130176,유진상가,서울특별시 서대문구 통일로 484,37.5915986934433,126.942955695997,서울특별시 서대문구 홍제동 294-46,3628
MA010120220810013229,홍제동냇길,,3130176,유진상가,서울특별시 서대문구 통일로 484,37.5915986934433,126.942955695997,서울특별시 서대문구 홍제동 294-46,3628
MA010120220804670501,아케디뜨,,3130060,신흥시장,서울특별시 용산구 신흥로 95-15,37.5452462908367,126.985017889339,서울특별시 용산구 용산동2가 1-490,4337
MA0101202210A0069909,잇푸쿠,,3110553,가좌역 2번,서울특별시 마포구 성암로3길 34,37.5681349817406,126.910883512791,서울특별시 마포구 중동 254,3950
MA0101202411A0148010,메가엠지씨커피북한산,아이파크점,3110408,가인초등학교,서울특별시 도봉구 도봉로136가길 4,37.6588458345437,127.041501492526,서울특별시 도봉구 창동 750-2,1401
MA010120220811453534,까페캠퍼,잠실점,3111004,삼전역 1번,서울특별시 송파구 백제고분로15길 16,37.5067707632389,127.085186787057,서울특별시 송파구 잠실동 233,5568
MA010120220806570363,설빙,,3120151,보라매공원,서울특별시 관악구 보라매로3길 29,37.491181303006,126.925075633006,서울특별시 관악구 봉천동 729-32,8708
MA0101202308A0030688,매머드익스프레스보라매대교점,,3120151,보라매공원,서울특별시 관악구 보라매로3길 29,37.491181303006,126.925075633006,서울특별시 관악구 봉천동 729-32,8708
MA0101202303A0088204,커피앤김밥,,3120151,보라매공원,서울특별시 관악구 보라매로3길 29,37.491181303006,126.925075633006,서울특별시 관악구 봉천동 729-32,8708
MA0101202212A0063472,원두볶는사람들,,3111050,강동구청(강동구청역 2번),서울특별시 강동구 성내로9길 45,37.5307475382295,127.12455142814,서울특별시 강동구 성내동 534-18,5397
MA0101202406A0348730,이디야커피창동학원가점,,3110409,창동역 2번,서울특별시 도봉구 해등로16길 61,37.6551421306195,127.043357952721,서울특별시 도봉구 창동 288-40,1400
MA0106202406A2465527,스타벅스,고대,3110313,안암역 3번,서울특별시 성북구 고려대로24길 51,37.5839232718027,127.029707997016,서울특별시 성북구 안암동5가 104-30,2856
MA010120220800594420,앨리스,,3130178,이대 앞 스타트업 상점가,서울특별시 서대문구 이화여대길 52-31,37.559452057211,126.944734493466,서울특별시 서대문구 대현동 34-23,3765
MA010120220814090613,아키비스트,,3110015,청와대사랑채,서울특별시 종로구 효자로13길 52,37.5822209714781,126.972681492123,서울특별시 종로구 효자동 164-7,3042
MA010120220812595540,멜로드,,3130268,상도전통시장,서울특별시 동작구 상도로49길 7,37.4992232780056,126.951993954439,서울특별시 동작구 상도동 465-16,6971
MA0101202307A0029658,요거요거요거트,,3110671,등촌1동주민센터,서울특별시 강서구 공항대로53가길 54,37.5556238147849,126.859144142145,서울특별시 강서구 등촌동 643-1,7570
MA010120220807372753,바스크,,3110306,미아초등학교,서울특별시 성북구 삼양로9길 10-2,37.6086030104203,127.022548841789,서울특별시 성북구 길음동 1171-14,2724
MA010120220804283432,커피인페르노,,3111042,거여역 1번(거여공원),서울특별시 송파구 거마로9길 24,37.4972086106228,127.143584508145,서울특별시 송파구 거여동 135-19,5735
MA010120220811802533,커피볶는김여사,,3110525,홍은종합사회복지관,서울특별시 서대문구 세검정로1길 107,37.5950870044681,126.946089597096,서울특별시 서대문구 홍은동 36-3,3611
MA010120220813194426,구루구루,,3110842,흑리단길,서울특별시 동작구 서달로14길 42,37.5072828659929,126.965097153251,서울특별시 동작구 흑석동 43-38,6979
MA0101202308A0087121,미쉐,,3130190,홍대소상공인상점가,서울특별시 마포구 홍익로3길 35,37.5528166816497,126.921675477842,서울특별시 마포구 서교동 365-17,4039
MA010120220814138033,디자인정인플러스,,3110283,성북초등학교앞,서울특별시 성북구 성북로15길 32,37.5927026758791,126.999252683636,서울특별시 성북구 성북동 125-6,2880
MA0101202306A0098791,봉명동내커피,,3110438,경춘선숲길 우측,서울특별시 노원구 공릉로41나길 31,37.6259590974341,127.078525814571,서울특별시 노원구 공릉동 408-26,1835
MA0101202310A0014635,이디야팀이공사점,,3130046,team204(팀204),서울특별시 중구 마장로 30,37.5677173808739,127.0131981779,서울특별시 중구 신당동 204-48,4566
MA010120220804369500,메가엠지씨커피창동역점,,3130153,창동역상점가,서울특별시 도봉구 마들로11가길 13,37.6529054005183,127.049204020521,서울특별시 도봉구 창동 4,1414
MA010120220813450022,공활,,3110630,공항시장역 1번,서울특별시 강서구 개화동로27나길 43,37.5653823012426,126.808440065993,서울특별시 강서구 방화동 615-54,7621
MA010120220800992852,어깨동무,,3110753,시흥동 은행나무사거리,서울특별시 금천구 금하로24길 46,37.4488760896794,126.908358079226,서울특별시 금천구 시흥동 924-10,8648
MA010120220812381987,커피온리,교대역점,3120173,교대역(법원.검찰청),서울특별시 서초구 서초대로 302,37.4937179581437,127.014689111269,서울특별시 서초구 서초동 1673-1,6634
MA0101202406A0006355,메가엠지씨커피남부터미널역점,,3120175,남부터미널역,서울특별시 서초구 효령로 310,37.4851578971696,127.018192519742,서울특별시 서초구 서초동 1445-1,6720
MA010120220803746048,카페다인,,3130067,왕십리도선동상점가,서울특별시 성동구 왕십리로24길 19,37.5642803655338,127.034216344927,서울특별시 성동구 도선동 185-27,4708
MA010120220805528341,남산#52LAB,,3120027,명동역(명동재미로),서울특별시 중구 퇴계로14길 19,37.559689126884,126.983781338379,서울특별시 중구 회현동3가 9-15,4631
MA010120220812223813,베비아모,,3110433,공릉역 2번,서울특별시 노원구 동일로184길 37,37.6244202326764,127.075737561419,서울특별시 노원구 공릉동 513-47,1844
MA010120220813622947,오루베,,3110110,상왕십리역 6번,서울특별시 성동구 왕십리로31길 8,37.5640657959461,127.027866490253,서울특별시 성동구 하왕십리동 890-381,4710
MA010120220812249653,프리커피,,3110900,낙성대역 1번(관악구민 종합체육센터),서울특별시 관악구 낙성대역길 88,37.4744046121276,126.963473208204,서울특별시 관악구 봉천동 196-114,8799
MA0101202210A0089507,노브.,,3110405,방학역 1번,서울특별시 도봉구 도당로27길 38,37.6690811232512,127.041087812415,서울특별시 도봉구 방학동 650-3,1350
MA010120220810325777,히든아일렛,,3120022,북창동(시청역_6번),서울특별시 중구 세종대로14길 17-5,37.5630848930081,126.97770257261,서울특별시 중구 북창동 18-7,4526
MA010120220812816297,피카워크샵,,3110129,성원어린이공원,서울특별시 성동구 상원10길 23,37.5502821105106,127.050324717774,서울특별시 성동구 성수동1가 13-384,4791
MA010120220812692268,셀렉토커피방학역점,,3110410,방학역 2번,서울특별시 도봉구 도봉로152길 16,37.6690978107092,127.04474888802,서울특별시 도봉구 방학동 719-2,1332
MA010120220814131733,미러볼커피스탠드,,3120010,원남동사거리,서울특별시 종로구 창경궁로 142,37.5750071461478,126.997634058273,서울특별시 종로구 원남동 84-2,3127
MA010120220808471611,단미제과,,3110359,수유시장옆,서울특별시 강북구 삼양로98길 49,37.6388946688691,127.01994076776,서울특별시 강북구 수유동 28-18,1076
MA010120220806750334,파크사이드,,3110576,대흥역 3번,서울특별시 마포구 백범로16안길 31,37.5463240840824,126.943816278318,서울특별시 마포구 대흥동 241-40,4149
MA010120220807072648,코지,,3120229,방이동먹자골목,서울특별시 송파구 올림픽로32길 18,37.5144096047334,127.109129823767,서울특별시 송파구 방이동 64-6,5548
MA010120220805629360,데이데이,,3120072,성신여대,서울특별시 성북구 동소문로22길 14,37.5923409699007,127.017595818238,서울특별시 성북구 동선동1가 2-2,2845
MA010120220803903262,라운드테이블,,3110300,삼선동주민센터,서울특별시 성북구 보문로30길 40-2,37.5892232136225,127.019644447322,서울특별시 성북구 안암동1가 9,2850
MA010120220812684551,리예몬,,3130100,답십리시장,서울특별시 동대문구 답십리로 159-16,37.5736323733601,127.058094685171,서울특별시 동대문구 답십리동 70-9,2538
MA0101202406A0003591,미학당,,3110838,상도1동주민센터앞,서울특별시 동작구 상도로37길 81,37.4972957932486,126.953668854214,서울특별시 동작구 상도동 485-1,6977
MA0101202406A0354707,커피베이베이크앤비스트로서순라길점,,3110019,창덕궁,서울특별시 종로구 율곡로10길 27-13,37.5758087307137,126.991249317907,서울특별시 종로구 권농동 171-6,3134
MA0101202306A0081109,컴포즈커피숭실대점,,3130269,강남시장(동작구 강남시장),서울특별시 동작구 상도로 357,37.4969353285439,126.953510757922,서울특별시 동작구 상도동 488,6978
MA010120220812045492,집생로커피,,3110166,구의1동주민센터,서울특별시 광진구 아차산로51길 90,37.5409275739793,127.08544062045,서울특별시 광진구 구의동 248-87,5040
MA010120220805502965,에그허그,,3110179,광나루역 1번,서울특별시 광진구 천호대로143길 8-5,37.5460490136718,127.10328034094,서울특별시 광진구 광장동 245-7,4968
MA010120220804498801,뷰파트너스주,,3120187,신논현역,서울특별시 강남구 봉은사로 107,37.5050237707242,127.025390320936,서울특별시 강남구 논현동 201-16,6120
MA0101202212A0097331,현욱기획,,3130308,청담삼익시장,서울특별시 강남구 학동로101길 26,37.5224468696354,127.05762510496,서울특별시 강남구 청담동 134-20,6077
MA0106202201A0722612,커피를만드는사람들,,3130308,청담삼익시장,서울특별시 강남구 학동로101길 26,37.5224468696354,127.05762510496,서울특별시 강남구 청담동 134-20,6077
MA010120220803865372,카페오,,3130081,자양골목전통시장(자양골목시장),서울특별시 광진구 자양로13나길 27,37.5341740814199,127.079707971849,서울특별시 광진구 자양동 620-17,5062
MA0101202409A0141583,퐁치커피익스프레스,공릉점,3110434,태릉입구역 4번,서울특별시 노원구 동일로176길 19-20,37.620879136864,127.076073786327,서울특별시 노원구 공릉동 592-7,1848
MA0106202406A2464980,스타벅스,강남역신분당역사,3120192,뱅뱅사거리,서울특별시 강남구 강남대로 302-2,37.4903449038053,127.03150271231,서울특별시 강남구 역삼동 858,6253
MA010120220812515182,하우스브란트,,3110908,구반포역,서울특별시 서초구 신반포로3길 8,37.5021425556459,126.98690384767,서울특별시 서초구 반포동 1313,6502
MA010120220806653613,카페301,,3110908,구반포역,서울특별시 서초구 신반포로3길 8,37.5021425556459,126.98690384767,서울특별시 서초구 반포동 1313,6502
MA010120220803675047,퀼트카페인,,3110908,구반포역,서울특별시 서초구 신반포로3길 8,37.5021425556459,126.98690384767,서울특별시 서초구 반포동 1313,6502
MA0101202406A0075604,컴포즈양천신곡점,,3130205,신곡종합시장(신월6동 골목시장),서울특별시 양천구 신월로 170,37.5181572218856,126.842484605036,서울특별시 양천구 신월동 575-1,8064
MA0101202311A0105550,스타트카페,,3130024,남대문시장(자유상가),서울특별시 중구 남대문시장4길 9,37.5596610992437,126.977669639015,서울특별시 중구 남창동 33-1,4529
MA010120220800117732,커피집,,3130024,남대문시장(자유상가),서울특별시 중구 남대문시장4길 9,37.5596610992437,126.977669639015,서울특별시 중구 남창동 33-1,4529
MA010120220814124659,나를위한하루날위한커피,사당점,3110851,경문고등학교(동작동성당),서울특별시 동작구 동작대로35길 53,37.4918700726253,126.979759152172,서울특별시 동작구 사당동 68-1,6991
MA010120220806848914,카페크레프리,,3110383,덕성여대시반거리,서울특별시 도봉구 삼양로144길 18,37.6513651560563,127.013870216255,서울특별시 도봉구 쌍문동 422-80,1368
MA010120220806476231,커피프릭COFFEEFREAK,,3130198,아현시장,서울특별시 마포구 굴레방로7길 22,37.5563476980944,126.95427741415,서울특별시 마포구 아현동 332-7,4115
MA010120220802780322,골목카페,,3120009,종로3가역,서울특별시 종로구 돈화문로9길 17,37.5716370919443,126.990819654177,서울특별시 종로구 돈의동 95,3139
MA010120220806496281,구움블루스,,3120113,오목교역,서울특별시 양천구 오목로56길 5,37.5240606442674,126.874068241243,서울특별시 양천구 목동 405-241,8006
MA0101202302A0078446,메가엠지씨커피방배카페,거리점,3120162,방배동카페골목,서울특별시 서초구 방배중앙로 188,37.4956822235035,126.985887227875,서울특별시 서초구 방배동 760-2,6553
MA0101202310A0029065,네스트앤드위스탠연남마포지점,,3110564,홍대입구역 3번,서울특별시 마포구 연희로1길 18,37.5598380358557,126.925674699619,서울특별시 마포구 동교동 113-92,3985
MA0101202301A0001083,카페청량,,3130095,청량리전통시장,서울특별시 동대문구 홍릉로3길 18,37.5818376723243,127.043575796166,서울특별시 동대문구 제기동 478-5,2573
MA0101202406A0524166,문보드레,,3110608,신월2동주민센터,서울특별시 양천구 오목로15길 22,37.5249913639237,126.845931930467,서울특별시 양천구 신월동 480-18,7934
MA010120220802054670,커피도가헤리티지,,3130179,"이화여대 3,5,7길 상점가",서울특별시 서대문구 이화여대5길 9,37.5582449063741,126.945131506559,서울특별시 서대문구 대현동 56-28,3766
MA0101202309A0037814,꾸에바마테라,,3130060,신흥시장,서울특별시 용산구 소월로20길 28-1,37.5452733450624,126.985210252484,서울특별시 용산구 용산동2가 1-46,4337
MA010120220800854284,매머드익스프레스,여의도점,3120148,국회의사당역(국회의사당),서울특별시 영등포구 국회대로70길 22,37.5286061195868,126.920626038273,서울특별시 영등포구 여의도동 14-35,7237
MA010120220807773162,더로비,,3110393,국민은행방학지점,서울특별시 도봉구 방학로 171-5,37.6620289067381,127.033275146263,서울특별시 도봉구 방학동 670-1,1384
MA0101202301A0080507,바바아시,,3110177,동의초등학교,서울특별시 광진구 자양로50길 48,37.5524169820332,127.09503912717,서울특별시 광진구 구의동 33-8,4960
MA0101202406A0459675,수유상점101,,3130138,수유프라자,서울특별시 강북구 도봉로 261,37.6316951500178,127.023450799317,서울특별시 강북구 수유동 63,1114
MA0101202306A0054244,커피마마퀸,,3130138,수유프라자,서울특별시 강북구 도봉로 261,37.6316951500178,127.023450799317,서울특별시 강북구 수유동 63,1114
MA0101202210A0034673,업사이드커피을지로,,3120033,을지로4가역,서울특별시 중구 을지로 167,37.5667990540149,126.996604284074,서울특별시 중구 을지로4가 39-1,4545
MA010120220804108887,그랑카페,,3111055,선사초등학교,서울특별시 강동구 고덕로3길 10,37.5552593330292,127.128643805849,서울특별시 강동구 암사동 506-2,5239
MA0101202305A0146430,이디야커피망우역점,,3110265,망우역 1번,서울특별시 중랑구 망우로55길 11-10,37.5992885178929,127.092754653897,서울특별시 중랑구 상봉동 172,2086
MA010120220814019498,트래버틴용산,,3110062,한강로동땡땡거리(은행나무길),서울특별시 용산구 한강대로7길 18-7,37.5248875465269,126.962079770481,서울특별시 용산구 한강로3가 40-317,4379
MA010120220807721966,디저트39,,3120109,서울남부지방법원,서울특별시 양천구 신월로 350,37.5217201134779,126.859909261117,서울특별시 양천구 신정동 1018-1,8087
MA010120220811871907,사랑방,,3130250,삼구시장(로타리상가),서울특별시 영등포구 영등포로 219,37.5201437930117,126.905759725524,서울특별시 영등포구 영등포동5가 20-62,7250
MA010120220808832530,로타리휴계실,,3130250,삼구시장(로타리상가),서울특별시 영등포구 영등포로 219,37.5201437930117,126.905759725524,서울특별시 영등포구 영등포동5가 20-62,7250
MA0101202308A0016993,삼이일공커피공장,,3110938,바우뫼공원,서울특별시 서초구 양재천로11길 11,37.4750533845289,127.036380139915,서울특별시 서초구 양재동 119-1,6754
MA010120220810577365,토마토,,3110577,용강동주민센터,서울특별시 마포구 토정로31길 63,37.5434410595548,126.944180538534,서울특별시 마포구 대흥동 542,4152
MA0101202406A0046626,수빈70,,3110177,동의초등학교,서울특별시 광진구 자양로50길 54,37.5524618220835,127.095299472358,서울특별시 광진구 구의동 33-1,4960
MA010120220803980265,커피오리진,,3110364,미아역 8번,서울특별시 강북구 솔매로41길 39,37.6273975370908,127.022984991338,서울특별시 강북구 미아동 783-1,1124
MA010120220803674019,메가엠지씨커피강동역점,,3111068,강동성심병원,서울특별시 강동구 천호대로 1107,37.5358534763436,127.135229367316,서울특별시 강동구 길동 445-1,5355
MA010120220806880475,카페502호,,3130107,중랑동부시장(중랑교종합상가),서울특별시 중랑구 망우로32길 23,37.5929477807347,127.077121031046,서울특별시 중랑구 상봉동 129-9,2121
MA010120220803878389,이앤에스에스,,3110559,성산중학교,서울특별시 마포구 독막로6길 27,37.5467409081422,126.917212008765,서울특별시 마포구 합정동 360-1,4072
MA010120220805703628,건강한농부사회적협동조합,,3110734,금천파출소,서울특별시 금천구 시흥대로61길 31,37.4535537269632,126.898994348611,서울특별시 금천구 시흥동 995-18,8632
MA010120220813342186,크레마노,해방촌점,3130060,신흥시장,서울특별시 용산구 소월로20길 28,37.5452913664625,126.985221564724,서울특별시 용산구 용산동2가 1-45,4337
MA0101202406A0061679,카페인중독,문정점,3111026,문정역 2번,서울특별시 송파구 문정로4길 26,37.4839477106583,127.126113144898,서울특별시 송파구 문정동 67-8,5807
MA010120220813711418,카페보보,,3110424,상계초등학교,서울특별시 노원구 상계로9가길 26,37.6588789174351,127.067420120024,서울특별시 노원구 상계동 389-237,1684
MA010120220812329257,금호알베르,,3110107,금호사거리,서울특별시 성동구 금호로3길 14,37.5476774157995,127.024408959253,서울특별시 성동구 금호동4가 173-9,4737
MA010120220805446012,알베르금호,,3110107,금호사거리,서울특별시 성동구 금호로3길 14,37.5476774157995,127.024408959253,서울특별시 성동구 금호동4가 173-9,4737
MA010120220802964354,다나제과,,3130178,이대 앞 스타트업 상점가,서울특별시 서대문구 이화여대길 52-33,37.5594611201,126.944847666189,서울특별시 서대문구 대현동 34-22,3765
MA010120220806478777,커피베이성수세종,타워점,3130071,성수역 골목형상점가,서울특별시 성동구 성수일로10길 26,37.5464696478713,127.053151149051,서울특별시 성동구 성수동2가 284-62,4793
MA010120220800219104,메르센,,3130192,동진시장,서울특별시 마포구 성미산로 198,37.5623795306971,126.926770057942,서울특별시 마포구 연남동 227-15,3982
MA010120220808123411,카페네이,,3130192,동진시장,서울특별시 마포구 성미산로 198,37.5623795306971,126.926770057942,서울특별시 마포구 연남동 227-15,3982
MA010120220800209837,카페리브레,,3130192,동진시장,서울특별시 마포구 성미산로 198,37.5623795306971,126.926770057942,서울특별시 마포구 연남동 227-15,3982
MA0106202201A0153478,커피빈순화점,코리아,3120019,경찰청앞교차로,서울특별시 중구 통일로 78,37.5625785728727,126.969779833551,서울특별시 중구 순화동 214,4517
MA010120220805376837,커피에반하다,,3130196,공덕시장,서울특별시 마포구 만리재로 15,37.5445890758763,126.952768293609,서울특별시 마포구 공덕동 256-13,4214
MA0101202307A0051907,컴포즈커피,공덕역점,3130196,공덕시장,서울특별시 마포구 만리재로 15,37.5445890758763,126.952768293609,서울특별시 마포구 공덕동 256-13,4214
MA010120220809331537,쥬씨,공덕점,3130196,공덕시장,서울특별시 마포구 만리재로 15,37.5445890758763,126.952768293609,서울특별시 마포구 공덕동 256-13,4214
MA010120220806528090,빌리지,,3110096,한남힐사이드아파트,서울특별시 용산구 한남대로42길 23,37.5432289680114,127.002862818634,서울특별시 용산구 한남동 790-8,4417
MA0106202201A1608036,MAAT커피브루어스,,3110132,성수2가3동주민센터,서울특별시 성동구 광나루로4길 9,37.5493795806032,127.053798251054,서울특별시 성동구 성수동2가 299-56,4792
MA0101202311A0063989,퓨쳐마인드,,3110924,반포4동주민센터(몽마르뜨공원),서울특별시 서초구 동광로49길 88,37.4967012022849,127.000644582486,서울특별시 서초구 반포동 551-36,6579
MA010120220814335806,좋은피플,,3130101,답십리현대시장,서울특별시 동대문구 전농로4가길 8,37.5669108229274,127.058349803248,서울특별시 동대문구 답십리동 488-100,2620
MA0101202311A0057925,컴포즈커피가양초점,,3110674,강서구청가양동별관,서울특별시 강서구 양천로59길 46,37.5610398549881,126.86002808225,서울특별시 강서구 가양동 1488-8,7532
MA0101202406A0496575,효녀가수이효정네한방찻집,,3110576,대흥역 3번,서울특별시 마포구 백범로16안길 29,37.5463240355812,126.943714434758,서울특별시 마포구 대흥동 241-22,4149
MA010120220800189855,쿠나,,3130191,홍대 걷고싶은 거리,서울특별시 마포구 어울마당로 136-3,37.5560175535093,126.925271067193,서울특별시 마포구 서교동 331-13,4053
MA010120220803540686,OMG도넛앤커피,,3130293,봉천중앙시장,서울특별시 관악구 관악로 211,37.4842224378074,126.954344016731,서울특별시 관악구 봉천동 32-2,8744
MA0101202409A0015864,카페메디치,,3120157,신림역(신림),서울특별시 관악구 신림로 340,37.484760191633,126.930090897149,서울특별시 관악구 신림동 1422-5,8754
MA010120220813228155,카페메디치,,3120157,신림역(신림),서울특별시 관악구 신림로 340,37.484760191633,126.930090897149,서울특별시 관악구 신림동 1422-5,8754
MA010120220813289327,스탠다드,,3120039,신당역,서울특별시 중구 퇴계로 397,37.5655096166149,127.01583508227,서울특별시 중구 흥인동 114,4569
MA010120220811770920,써밋,,3110435,서울과학기술대,서울특별시 노원구 공릉로 229-1,37.6294564960633,127.076127842351,서울특별시 노원구 공릉동 437-4,1833
MA010120220804426732,엠에스씨커피,,3111020,방이동고분군(방산고등학교),서울특별시 송파구 오금로27길 8,37.5071002616892,127.12065541033,서울특별시 송파구 방이동 222-4,5645
MA010120220803544182,을지다방,,3120031,을지로3가역,서울특별시 중구 을지로 124-1,37.5661230627559,126.991680571166,서울특별시 중구 을지로3가 315-3,4550
MA0101202309A0079520,매머드커피강남,구청점,3120203,강남구청역,서울특별시 강남구 선릉로129길 11,37.5161288889606,127.040653154818,서울특별시 강남구 논현동 242-18,6099
