"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20244","U","관광특구","3001496","강남 마이스 관광특구","105501","51291","54210","8292","21082","28422","23967","14276","9461","5632","20051","25914","26401","22128","5374","15171","15776","16688","17391","17045","12783","10645"
"20244","U","관광특구","3001495","잠실 관광특구","4181494","1996679","2184817","430402","945691","1036795","708170","500745","559694","731416","748427","631261","667544","910719","492128","569052","583764","599398","594045","615489","641563","578187"
"20244","U","관광특구","3001494","종로?청계 관광특구","8476380","4475812","4000568","326892","1520888","1626760","1597051","1473359","1931431","924248","1641816","1746155","1774637","1699782","689744","1311887","1320980","1313344","1342843","1359653","1043305","784369"
"20244","U","관광특구","3001493","동대문패션타운 관광특구","3554720","1649372","1905348","194252","694513","811563","699979","535342","619071","628333","694103","557490","565050","686476","423268","550339","553138","557934","562536","535496","403003","392274"
"20244","U","관광특구","3001492","명동 남대문 북창동 다동 무교동 관광특구","7581802","3596807","3984995","367731","1318922","1802898","1704350","1222482","1165420","400485","1559160","1871525","1877577","1489640","383415","1198319","1208639","1213693","1223545","1227561","843398","666646"
"20244","U","관광특구","3001491","이태원 관광특구","2134393","1106579","1027814","124936","534830","537116","375000","258649","303861","478514","361216","287471","310226","418574","278392","267693","274041","287878","284659","312406","371342","336374"
"20244","R","전통시장","3130327","평화시장(남평화시장, 제일평화시장, 신평화패션타운)","60185","27971","32215","2473","8866","13857","13343","10149","11497","13727","11875","9006","8452","9332","7792","9815","9828","9770","9856","8807","5637","6473"
"20244","R","전통시장","3130326","고덕 골목형상점가","102589","46433","56156","19150","8472","18069","20815","12651","23433","23197","22702","12252","12514","18951","12972","14254","14362","14674","14496","14571","15168","15064"
"20244","R","전통시장","3130325","명일전통시장","329425","146100","183326","58337","34962","41762","58716","47225","88425","67171","64695","44101","44531","67608","41321","45984","45910","46806","45692","47336","47948","49750"
"20244","R","전통시장","3130324","길동복조리시장","499142","219227","279916","72235","54204","66238","83204","83002","140257","153150","103427","53096","49987","72195","67287","71029","71277","71665","70400","70850","71777","72143"
"20244","R","전통시장","3130323","둔촌역전통시장","281328","138870","142458","36235","34568","34030","46077","51272","79147","78222","56392","31539","32476","46821","35877","40093","39764","39858","39389","40132","41063","41031"
"20244","R","전통시장","3130322","고분다리전통시장","154049","76167","77882","19229","17284","21090","21653","27073","47721","44962","30982","16311","16555","24522","20719","21358","21476","21537","21499","21436","22814","23929"
"20244","R","전통시장","3130321","장신구 특화거리 상점가","211285","98565","112720","42459","22194","28319","36692","31748","49874","44787","45943","31244","29158","36311","23842","31214","30728","30794","30830","30702","28076","28943"
"20244","R","전통시장","3130320","암사종합시장","198330","94372","103958","17889","21617","31154","34682","36026","56962","37336","36478","27049","29992","42830","24646","27908","27647","27714","27684","28236","30281","28861"
"20244","R","전통시장","3130319","성내전통시장","663260","319996","343265","106338","75005","107583","100709","101138","172487","191360","131742","68042","72580","111648","87888","90429","89848","91320","89915","89644","103618","108486"
"20244","R","전통시장","3130318","로데오거리상점가","505079","237207","267872","37638","106262","100052","78790","76080","106255","81942","88115","74713","82998","113230","64083","66049","67520","69608","68339","73671","81974","77918"
"20244","R","전통시장","3130317","마천중앙시장","636978","306194","330784","95472","58096","79466","86980","108374","208590","172260","125412","73342","74291","108232","83439","88545","88878","89316","88235","89096","94868","98039"
"20244","R","전통시장","3130316","마천시장","81997","39855","42142","12329","7845","10337","11108","14093","26284","23583","16134","9047","8892","13216","11125","11491","11555","11646","11500","11553","12063","12187"
"20244","R","전통시장","3130315","문정동 로데오거리 상점가(문정동 로데오거리)","628943","303318","325624","90502","99200","122244","107197","88156","121643","146775","130114","84643","84880","108040","74492","93267","92089","92335","92560","92427","83716","82552"
"20244","R","전통시장","3130314","풍납시장","1486614","678023","808591","168980","185265","240265","214051","253538","424516","389374","302330","168425","171475","256997","198015","207078","207608","208232","208422","207477","221696","226105"
"20244","R","전통시장","3130313","방이시장","1106957","508204","598753","135442","163066","232906","195982","152495","227066","326867","228387","119267","117879","168847","145709","157186","156731","158526","156431","156713","159657","161714"
"20244","R","전통시장","3130312","석촌시장","277703","135205","142499","47876","30286","52588","52730","40968","53253","56886","53364","38829","39537","55111","33976","39092","39533","39540","39438","40007","40570","39521"
"20244","R","전통시장","3130311","새마을시장","1096962","499791","597172","180373","169557","196459","195377","151265","203931","264956","206530","127104","136619","214234","147520","149530","153357","155341","154227","158049","167851","158608"
"20244","R","전통시장","3130310","강남개포시장","245066","103776","141291","59751","25033","27517","39933","35739","57092","21080","47507","45132","49172","59450","22724","34928","35100","35556","35110","36219","34703","33452"
"20244","R","전통시장","3130309","은마종합상점가","18633","8541","10092","5635","1159","1572","3832","2854","3582","2864","3509","3028","3642","3949","1641","3108","3175","3051","3112","3075","1850","1261"
"20244","R","전통시장","3130308","청담삼익시장","20881","11294","9585","1582","2727","4698","4740","3561","3573","4049","5101","3469","3281","2966","2013","3244","3263","3213","3295","3298","2510","2055"
"20244","R","전통시장","3130307","도곡시장","88363","40967","47397","32928","7131","7011","19123","12452","9718","9561","15797","12655","16576","22396","11378","11747","11952","12025","11835","11923","14575","14308"
"20244","R","전통시장","3130306","강남언주로","261984","133011","128973","9941","50298","74197","62938","33830","30780","62560","58899","39517","36331","37345","27331","40789","40110","39985","40720","39436","31052","29892"
"20244","R","전통시장","3130305","논현종합시장","31538","15856","15681","2360","5879","8105","6899","4216","4078","5477","6870","5214","5185","5582","3208","4843","4783","4710","4807","4714","3862","3817"
"20244","R","전통시장","3130304","신사상가","20556","9188","11368","5323","1483","1677","3679","3499","4893","6915","4167","2154","2010","2601","2709","2958","3024","3038","3033","3050","2846","2607"
"20244","R","전통시장","3130303","영동전통시장","373874","184658","189216","18754","83332","97850","75173","46993","51773","62814","69558","55294","56927","81463","47818","55445","55764","54832","57108","59730","49988","41007"
"20244","R","전통시장","3130302","강남시장(강남구 강남시장)","50805","24651","26154","3711","12228","12609","10367","6317","5573","7467","8862","8687","8987","11223","5577","7364","7436","7312","7623","8049","7356","5664"
"20244","R","전통시장","3130301","양재시장","56407","28179","28229","7329","7882","12263","10502","7491","10940","11226","11478","8713","8588","10213","6187","8804","8729","8607","8796","8763","6651","6056"
"20244","R","전통시장","3130296","남부종합시장","33286","15470","17816","6092","3281","4477","6465","5543","7429","11489","6609","3145","3122","4556","4366","4672","4675","4705","4665","4651","4896","5022"
"20244","R","전통시장","3130295","인헌시장(원당종합시장)","251662","115480","136182","21993","54437","49618","36003","34782","54829","53813","45625","29742","33858","53467","35157","34635","34782","35026","34720","34960","38643","38897"
"20244","R","전통시장","3130294","관악중부시장","373951","169496","204455","57802","60470","59848","55294","52072","88466","76536","76454","53481","55226","68854","43401","52924","53490","53194","53354","53475","53967","53547"
"20244","R","전통시장","3130293","봉천중앙시장","118866","56345","62520","9608","28858","22815","16896","15894","24794","16651","24281","18733","19578","26526","13094","16634","16793","16846","16787","17117","17612","17077"
"20244","R","전통시장","3130292","봉천현대시장","110426","50995","59430","24365","13353","17930","19171","13618","21988","20518","21593","15452","16855","23617","12392","14905","14873","15088","15008","15041","17764","17747"
"20244","R","전통시장","3130291","봉천제일종합시장","25077","11720","13356","1816","6496","4754","3024","3401","5586","6302","4872","2896","2964","4578","3464","3485","3499","3521","3490","3493","3767","3825"
"20244","R","전통시장","3130290","영림시장","452249","213065","239184","35741","115211","86066","57655","60049","97526","104599","88726","53783","56017","87017","62107","64618","64885","65385","64960","65016","64687","62698"
"20244","R","전통시장","3130289","봉일시장","60752","28416","32337","7018","11362","11372","8594","8959","13449","15016","11506","6688","7065","11613","8864","8478","8510","8531","8485","8503","8964","9282"
"20244","R","전통시장","3130288","신림현대종합상가","15449","7391","8055","1237","2195","2478","2414","2423","4702","3570","2950","1668","2020","3154","2087","2102","2041","2061","2038","2057","2482","2668"
"20244","R","전통시장","3130287","삼성동 시장(삼성동시장)","1185407","619577","565831","86777","296858","213450","155101","150083","283137","267414","225132","146599","153331","231783","161151","168619","167498","168790","168429","168511","172211","171349"
"20244","R","전통시장","3130286","신신림시장(삼성동시장)","112630","59111","53519","8247","28663","20269","14262","14178","27009","26434","21267","13334","13561","22152","15882","15947","15812","15954","15932","15941","16478","16567"
"20244","R","전통시장","3130285","서원동상점가","1062013","563728","498286","74363","361155","238026","140811","113474","134187","183142","171241","136435","157747","252270","161177","138441","141931","148435","145900","153661","170703","162942"
"20244","R","전통시장","3130284","관악종합시장(신원시장)","70102","36284","33817","5078","18383","15887","9638","8639","12475","17245","13100","7883","8551","13485","9836","9332","9364","9760","9596","9677","11044","11330"
"20244","R","전통시장","3130283","신원시장","736382","382370","354011","44012","213103","168372","98248","86664","125982","153779","133145","87438","98104","157909","106008","97410","97839","102305","100730","102240","117366","118491"
"20244","R","전통시장","3130282","난곡 골목형상점가","88155","41385","46770","13774","10899","13109","13185","12834","24355","24809","18113","9759","9562","14074","11840","12315","12327","12318","12280","12235","13040","13641"
"20244","R","전통시장","3130281","우림시장","48779","23420","25360","7434","6279","7276","7382","7234","13174","14072","9488","5107","5015","8176","6922","6784","6787","6756","6732","6727","7304","7689"
"20244","R","전통시장","3130280","신림종합시장","29312","13794","15517","2291","6200","6071","4169","4112","6467","8009","5755","3168","3370","5148","3862","3987","3969","3970","3979","4047","4575","4783"
"20244","R","전통시장","3130279","관악신사시장","597654","273385","324269","42125","153164","117789","79588","78593","126394","181073","124523","60309","58592","89887","83269","83480","83725","84485","83310","82914","87616","92122"
"20244","R","전통시장","3130278","미성동 도깨비시장 골목형상점가","279305","127938","151368","40549","31482","35577","43633","48269","79795","73641","53998","31417","33887","49028","37335","38997","38809","39285","38681","38755","41951","42825"
"20244","R","전통시장","3130277","조원동 펭귄시장(신림중앙시장)","193807","92722","101085","17814","41377","39015","29574","26543","39485","50670","39744","22124","22162","33226","25883","26817","26675","27035","26790","26835","29258","30397"
"20244","R","전통시장","3130276","신림중앙시장(조원동 펭귄시장)","122441","59199","63242","11415","30417","27157","17736","14396","21319","45130","25065","9547","9089","15306","18304","17202","17217","17320","17178","17146","17804","18575"
"20244","R","전통시장","3130275","강남골목시장","445280","223395","221885","24701","81585","111465","80655","65199","81673","123927","90977","49212","48688","71638","60840","64290","65494","65802","65584","64893","60314","58901"
"20244","R","전통시장","3130274","사당1동먹자골목상점가(사당1동먹자골목)","837352","417204","420146","53322","208824","173569","119331","112367","169938","140592","151803","101385","109154","208826","125590","113228","116093","116622","120272","130377","132509","108249"
"20244","R","전통시장","3130273","남성사계시장(남성시장)","940933","420939","519993","146915","135008","145358","143279","131828","238544","183895","176123","123292","135531","202407","119681","131251","132240","132778","130815","137448","143024","133376"
"20244","R","전통시장","3130272","사당시장","32357","14413","17944","3733","6226","5719","4590","4532","7557","7295","6592","4196","4636","5954","3684","4427","4539","4595","4574","4533","4839","4849"
"20244","R","전통시장","3130271","남성역골목시장","590364","262808","327555","71696","106895","102489","89081","78051","142154","122422","110998","70860","77510","122841","85734","82035","82944","82246","83274","84230","87809","87827"
"20244","R","전통시장","3130270","흑석시장","76220","35245","40975","13096","12299","10985","12005","11039","16797","11390","15586","11725","12437","16641","8440","10922","11046","11009","11080","11404","11157","9601"
"20244","R","전통시장","3130269","강남시장(동작구 강남시장)","44533","21031","23503","6154","13416","5137","5257","6006","8564","11861","7689","5480","6006","8271","5224","6350","6279","6251","6159","5968","6788","6739"
"20244","R","전통시장","3130268","상도전통시장","204691","95230","109461","26390","41800","24988","27904","32134","51475","48799","39988","23973","26277","39727","25928","27481","27559","28516","27861","28192","32918","32163"
"20244","R","전통시장","3130267","본동인정시장(기능상실)","193845","88494","105350","24058","31191","38481","30975","28443","40697","71921","40501","18127","18200","23680","21413","26860","27357","27714","27813","27692","29384","27025"
"20244","R","전통시장","3130266","만양로상점가","105150","58563","46588","7268","43015","22182","11580","9932","11173","27394","19949","12574","12682","18531","14019","14921","15169","15294","15151","15218","15491","13904"
"20244","R","전통시장","3130265","노량진중앙시장","190797","106458","84339","11942","84096","40137","20100","16494","18026","39659","35876","26009","27120","38111","24022","27051","27267","27596","27325","27471","28664","25423"
"20244","R","전통시장","3130264","상도약수골목형상점가","161728","72881","88846","34640","17845","23322","26888","24082","34951","25252","37286","22117","26577","32442","18054","22906","22922","23041","23150","22254","23330","24125"
"20244","R","전통시장","3130263","신노량진시장(기능상실)","13165","6342","6822","1052","1801","2161","1676","2347","4128","3068","2598","1535","1715","2544","1706","1805","1795","1839","1795","1817","2006","2107"
"20244","R","전통시장","3130262","상도도깨비 골목형상점가","148794","68991","79803","18838","24593","26451","24051","19781","35080","40098","30369","15910","16311","25639","20468","20566","20610","20857","20717","20688","22241","23117"
"20244","R","전통시장","3130261","성대전통시장(성대시장)","272890","124075","148815","30750","48139","44089","37959","39538","72415","57710","48787","34097","37516","55684","39094","38408","38566","38800","38399","39005","40733","38977"
"20244","R","전통시장","3130260","신대방1동골목상권","137291","65633","71657","12150","24066","24882","21718","22878","31599","39723","27154","15901","15434","22257","16821","18673","18713","19350","18907","18736","20728","22183"
"20244","R","전통시장","3130259","대신시장","32672","15872","16801","3594","4452","5096","5152","5004","9373","8548","6498","3937","3884","5613","4194","4644","4615","4623","4634","4574","4730","4851"
"20244","R","전통시장","3130258","영진시장A동","38514","17679","20835","7778","4334","6569","6737","5436","7658","10313","7811","4404","4399","6469","5119","5352","5311","5368","5331","5317","5806","6027"
"20244","R","전통시장","3130257","영등포시장기계공구상가","175031","91218","83814","3269","54974","50769","23479","19098","23442","51153","35286","19409","19723","26783","22676","23687","23921","24273","24375","25039","27541","26195"
"20244","R","전통시장","3130256","신동시장","128950","60482","68469","24916","14825","18989","20356","19505","30358","34242","25747","14393","14954","22054","17562","18330","18245","18379","18334","18472","18679","18509"
"20244","R","전통시장","3130255","영등포전통시장","668625","342608","326016","23498","170483","162968","91224","88230","132220","157330","133141","89794","92768","115196","80397","91480","93193","93700","94444","96205","103907","95695"
"20244","R","전통시장","3130254","남서울상가","48940","24882","24058","1941","11747","10906","6571","6741","11034","10243","9561","7036","7378","8974","5748","6671","6845","6861","6931","7071","7654","6907"
"20244","R","전통시장","3130253","영신상가(제일상가)","55522","28558","26965","2133","14406","12453","7487","7584","11460","11696","10290","7748","8311","10620","6856","7312","7523","7604","7667","8084","9107","8226"
"20244","R","전통시장","3130250","삼구시장(로타리상가)","56534","29135","27399","2208","14741","12710","7646","7713","11515","11950","10422","7854","8437","10845","7025","7414","7626","7718","7777","8233","9330","8434"
"20244","R","전통시장","3130249","동남상가","51650","26241","25409","2403","11936","11709","7067","7081","11455","11498","10167","7213","7519","9172","6083","7094","7258","7277","7342","7467","7985","7227"
"20244","R","전통시장","3130248","영등포역지하도상점가","121150","59173","61976","8027","28765","26720","18131","17769","21737","23106","24410","16883","18186","24115","14449","16237","16578","16982","17015","17867","19245","17227"
"20244","R","전통시장","3130247","우리시장","215261","101370","113891","17328","20542","30310","31474","40671","74937","69339","42104","20320","20757","32687","30053","30141","30014","30336","30083","29495","32121","33071"
"20244","R","전통시장","3130246","영등포청과시장(조광시장)","1510407","727364","783043","146545","255048","348375","242235","216927","301277","385240","326761","207316","199997","220660","170434","224340","220746","219724","220686","220281","204527","200102"
"20244","R","전통시장","3130245","영일시장","299998","138500","161499","25187","54293","72335","57360","44593","46232","33747","55089","59562","65845","62852","22902","42454","43204","44004","43627","44134","43534","39042"
"20244","R","전통시장","3130244","대림중앙시장","345990","176496","169493","23579","26674","46540","60597","85646","102955","94339","65044","39457","40500","59768","46882","47735","47591","47292","47615","47120","51411","57227"
"20244","R","전통시장","3130243","도림시장","54889","26590","28299","5863","8530","10640","8803","8211","12840","17337","11301","5112","4863","8079","8196","7615","7642","7835","7797","7774","7871","8355"
"20244","R","전통시장","3130242","대림중앙 골목형상점가","294353","147686","146667","22112","24926","44464","52210","66743","83898","76366","55558","33801","35364","52963","40302","40374","40260","40147","40101","39925","44584","48961"
"20244","R","전통시장","3130241","선유도역 골목형상점가","273516","140386","133130","27624","45735","67628","52222","40890","39419","55632","59101","42546","40569","45669","30000","41690","41666","40574","41622","41706","33761","32497"
"20244","R","전통시장","3130240","영등포유통상가","31250","14992","16258","2523","5415","7335","5952","4682","5342","5907","6673","5027","4939","5429","3276","4766","4698","4655","4709","4719","3951","3751"
"20244","R","전통시장","3130239","양남시장","25222","12142","13081","1834","4329","5697","5025","4198","4137","5013","5505","4120","4021","4107","2457","3878","3800","3764","3806","3816","3139","3019"
"20244","R","전통시장","3130238","은행나무시장","397236","187633","209603","56542","44699","50066","62310","70030","113590","93078","78073","47976","53215","74682","50213","54354","54696","54673","54737","55141","61053","62581"
"20244","R","전통시장","3130237","박미시장(기능상실)","6099","3447","2652","601","560","1053","1303","1186","1397","1568","1500","612","599","946","875","915","925","923","907","899","784","744"
"20244","R","전통시장","3130236","비단길현대시장(현대시장)","496074","238335","257739","52236","69954","84431","73554","85908","129993","139297","95510","54083","53331","83029","70826","68840","69354","69898","69399","69635","74343","74605"
"20244","R","전통시장","3130235","대명여울빛거리시장(대명시장)","219936","109096","110842","21971","29559","36966","34415","42036","54989","27694","36272","33179","39978","55097","27717","30774","31495","31613","31112","32573","33237","29132"
"20244","R","전통시장","3130234","푸른터시장(기능상실)","7836","3988","3850","315","1225","1379","1222","1588","2107","2428","1602","700","659","1184","1264","1126","1101","1122","1107","1088","1107","1185"
"20244","R","전통시장","3130233","남문시장","162394","81278","81116","13511","18291","25138","26492","31411","47551","46414","32678","17191","17668","25695","22749","23041","22982","23147","23178","22843","23311","23893"
"20244","R","전통시장","3130232","독산동 맛나는거리상점가(독산동 맛나는거리)","152534","74257","78277","10047","23585","32091","25084","28518","33210","31053","28915","20815","22047","30556","19147","21377","21404","21340","21411","21771","22943","22285"
"20244","R","전통시장","3130231","독산동 우시장","187542","98336","89207","19484","31399","40917","32929","28366","34449","44268","39795","24492","24110","31297","23581","27391","27161","27198","27264","27151","25760","25617"
"20244","R","전통시장","3130230","가리봉시장","125537","69140","56397","2868","25494","26283","21939","24544","24409","26036","25902","17650","18156","23720","14073","17871","17799","17736","17699","17589","17640","19204"
"20244","R","전통시장","3130229","남구로시장","716143","339719","376424","55057","59207","98877","122255","154270","226477","157447","136173","96490","102474","132145","91414","103011","102456","101963","102467","101320","101525","103402"
"20244","R","전통시장","3130228","구로시장","903906","469036","434871","66205","90146","140589","184822","176349","245795","165417","162749","143016","161384","175670","95670","133155","130206","127854","129979","131085","126378","125248"
"20244","R","전통시장","3130227","고척골목시장상점가(그라운드 고척)","79194","37601","41591","14521","9731","9030","11790","13902","20222","16330","14836","10938","11980","15965","9144","10992","11062","10996","10916","10905","12234","12087"
"20244","R","전통시장","3130226","고척프라자","30190","14095","16094","5837","3765","3599","4542","5167","7281","7288","5560","3552","4024","5858","3907","4158","4202","4174","4127","4123","4655","4749"
"20244","R","전통시장","3130225","개봉중앙시장","456651","207000","249652","80179","47431","61490","68686","71189","127677","124005","86559","48644","51605","82029","63809","62730","62001","63103","62575","63152","70175","72914"
"20244","R","전통시장","3130224","개봉프라자(고척근린시장)","7982","4204","3778","867","512","700","1175","1833","2893","1587","1602","1081","1173","1561","979","1128","1091","1096","1101","1096","1229","1240"
"20244","R","전통시장","3130223","고척근린시장","239279","118578","120700","36747","22347","27655","34486","42482","75560","50040","48882","31862","33321","46394","28780","33029","32707","33130","33068","32958","36950","37435"
"20244","R","전통시장","3130222","오류시장","302268","142678","159591","36484","60688","50978","43540","43769","66809","62093","58034","38992","42205","61321","39623","41550","42307","42787","42414","42966","45701","44542"
"20244","R","전통시장","3130221","남부골목시장(남부화곡시장, 남부시장)","555832","256506","299328","78670","61743","85312","91900","84731","153475","134942","104407","62564","69617","107595","76708","75879","76361","77546","77149","76617","85406","86875"
"20244","R","전통시장","3130220","등마루시장","42031","18899","23133","5151","6744","9063","7000","5240","8833","14067","7861","4124","4250","6086","5644","5893","5833","5872","5844","5714","6138","6740"
"20244","R","전통시장","3130219","까치산시장","719101","326001","393099","72203","119573","125674","120400","101641","179608","127445","150587","85353","97812","155160","102742","101845","102018","102154","101879","102380","105804","103020"
"20244","R","전통시장","3130218","신월중앙시장","62535","28715","33821","10004","9134","10966","10817","8699","12914","9603","11451","10511","11077","13620","6273","8817","8823","9030","8875","8982","9351","8656"
"20244","R","전통시장","3130217","화곡본동시장","205448","96967","108480","29464","29206","35094","34836","28677","48169","44426","39571","24742","27643","41033","28028","28777","29044","29026","28717","29083","30474","30326"
"20244","R","전통시장","3130216","화곡중앙시장","245897","112912","132984","40024","28420","39075","40029","34354","63995","65529","47363","27840","28685","43030","33450","34667","34468","34488","34866","34102","36107","37199"
"20244","R","전통시장","3130215","대원종합시장","49335","22296","27039","7607","6747","7876","7689","7088","12328","9821","9188","6355","7329","10192","6450","6876","6906","7083","6862","6880","7237","7494"
"20244","R","전통시장","3130214","송화벽화시장(송화골목시장)","70856","30290","40565","17299","8324","8936","11425","10354","14518","16845","14940","9343","8657","12208","8863","10351","10282","10344","10227","10295","9852","9503"
"20244","R","전통시장","3130213","방신전통시장","180166","85437","94729","27037","14640","25550","29816","29426","53698","36048","33953","24285","26130","36444","23306","25310","25289","25261","25159","25660","26908","26578"
"20244","R","전통시장","3130212","공항시장","369768","186192","183577","30634","75629","80293","55378","51012","76823","93858","78856","47395","45502","60550","43608","51651","52193","53355","52196","52746","53578","54051"
"20244","R","전통시장","3130211","신정2동 골목시장(오목교중앙시장)","384759","176519","208240","74736","47685","42963","61764","65303","92310","97095","75335","44014","47431","70698","50185","51787","52278","52356","52115","52144","61084","62996"
"20244","R","전통시장","3130210","목2동시장","420375","194941","225434","51799","62326","91166","67119","56275","91691","114378","81824","45685","47208","74657","56623","57974","58781","58944","58472","59041","63660","63503"
"20244","R","전통시장","3130209","목사랑시장(목4동시장)","322008","154497","167511","82559","30380","36803","49375","55049","67840","90008","67773","37094","36057","49374","41702","45786","45521","45539","45372","45691","46288","47810"
"20244","R","전통시장","3130208","목동깨비시장(목3동시장)","345505","152063","193443","42113","48213","64460","55686","51652","83382","75023","64236","44982","47103","67860","46302","48413","48765","49037","48714","49039","51120","50416"
"20244","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","91795","43924","47871","17681","10799","12602","16761","14147","19805","13302","17927","14867","15251","19828","10618","12663","12826","12837","12650","12783","13889","14146"
"20244","R","전통시장","3130206","신정3동 골목시장","44034","20768","23266","7835","5179","5709","7427","7536","10347","6761","8054","6453","7276","10090","5398","6328","6380","6395","6233","6528","6297","5873"
"20244","R","전통시장","3130205","신곡종합시장(신월6동 골목시장)","37071","17243","19828","6397","3449","5351","6503","5915","9457","8124","7245","4447","4826","7266","5166","5147","5149","5195","5212","5203","5589","5577"
"20244","R","전통시장","3130204","경창시장","189395","86459","102937","39159","12336","25466","33184","29348","49901","49777","35845","21011","22716","34019","26027","27254","26522","27107","26629","26507","27374","28003"
"20244","R","전통시장","3130203","서서울 골목형상점가","81883","38823","43060","9347","9373","12630","12645","13383","24506","21403","15015","8961","9687","15063","11756","11335","11348","11501","11253","11360","12372","12715"
"20244","R","전통시장","3130202","신영시장","132151","63703","68450","18903","13589","17861","20336","22044","39421","32533","24579","15842","17434","24550","17213","18398","18418","18783","18472","18534","19636","19909"
"20244","R","전통시장","3130201","월정로시장","218593","105608","112984","28311","16915","27457","34359","37863","73687","63343","43370","23541","24071","34952","29314","30540","30377","30658","30222","30147","32460","34190"
"20244","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","60211","28336","31876","6629","5034","7075","8078","11875","21522","9392","10177","8446","9832","14674","7692","8529","8369","8359","8335","8491","9143","8985"
"20244","R","전통시장","3130199","신월3동 골목시장","293616","154353","139263","51641","24365","39195","43897","47127","87392","84502","63269","33602","32314","43847","36083","40555","41416","41523","40730","40987","43152","45253"
"20244","R","전통시장","3130198","아현시장","364731","159201","205530","77994","48712","57058","52490","51385","77092","75694","78912","52256","52196","65072","40601","53545","53247","52548","53016","53573","50211","48590"
"20244","R","전통시장","3130197","마포시장","99867","47650","52214","11073","14617","20655","19291","16543","17686","10615","21131","18753","18177","21656","9533","15776","15537","15398","15713","15785","11648","10009"
"20244","R","전통시장","3130196","공덕시장","41776","19996","21780","4368","6280","8887","8093","6846","7303","4288","8979","7804","7776","8972","3958","6560","6487","6420","6597","6609","4954","4150"
"20244","R","전통시장","3130195","도화동 상점가","1686150","783288","902862","156621","256283","372034","319932","257017","324263","251921","318047","263563","269385","387641","195592","241975","239154","239007","244641","248892","246574","225908"
"20244","R","전통시장","3130194","용강동 상점가","444428","208880","235548","82464","37333","78945","95298","68440","81949","104703","90599","58019","57924","80762","52421","64020","64355","63871","64526","65119","62984","59552"
"20244","R","전통시장","3130193","신수시장","59168","27205","31964","10692","7128","9029","11048","8848","12422","13284","12489","7709","7646","10508","7530","8377","8392","8379","8305","8331","8493","8890"
"20244","R","전통시장","3130192","동진시장","45960","19228","26732","2665","15896","10394","6534","4693","5779","12833","8729","4973","5219","8090","6115","6041","6164","6489","6181","6399","7387","7299"
"20244","R","전통시장","3130191","홍대 걷고싶은 거리","549973","236215","313757","78733","218703","103618","65720","42850","40350","57692","69651","90114","119097","151816","61602","69625","72484","77346","76032","82432","94615","77437"
"20244","R","전통시장","3130190","홍대소상공인상점가","521895","238490","283403","81355","236678","91808","52783","31211","28057","81008","63391","71080","96371","140609","69434","62473","62511","72407","67947","76665","96530","83359"
"20244","R","전통시장","3130189","서교시장","76480","33988","42492","12093","33506","13676","7969","4841","4394","10192","9363","10832","14840","21481","9772","9259","9104","10890","9944","11162","14009","12111"
"20244","R","전통시장","3130188","합정시장","45406","21367","24040","4367","12238","11104","7392","5131","5174","7168","8401","7760","6573","10311","5194","6347","6385","6417","6549","7084","6645","5980"
"20244","R","전통시장","3130187","영진시장","49181","21432","27749","4556","11098","11689","9084","6025","6726","9787","9204","7794","8040","9119","5238","7388","7432","7438","7531","7515","6335","5541"
"20244","R","전통시장","3130186","망원시장","261757","106649","155108","24955","46699","56069","42985","32830","58219","65035","47153","31963","35902","49423","32281","34278","35233","36290","35596","36342","42182","41834"
"20244","R","전통시장","3130185","망원월드컵시장","220901","97504","123397","31543","33709","40296","39725","31108","44524","52848","40161","27073","29025","42645","29149","30032","30497","30916","30544","31271","33554","34089"
"20244","R","전통시장","3130184","마포농수산물시장","10340","5243","5098","945","999","1795","2074","1850","2677","202","2274","2228","2723","2504","409","1040","1082","1109","1164","1202","2235","2507"
"20244","R","전통시장","3130183","상암동상점가","1188564","567644","620920","100479","230341","278934","237336","164016","177461","215796","227236","179811","169235","248677","147808","178592","177925","175536","180789","179893","156351","139478"
"20244","R","전통시장","3130182","영천시장","352793","162977","189814","60389","43801","51320","60783","59167","77332","55333","71467","57511","55664","73191","39627","51342","51750","51323","52891","52317","48821","44349"
"20244","R","전통시장","3130181","아현가구거리상점가","2206903","1060134","1146768","234429","275034","469003","511534","371025","345878","405505","516724","376124","387243","327473","193834","357483","357233","348040","354204","347398","225958","216588"
"20244","R","전통시장","3130180","포방터시장","213331","97334","115997","25459","24091","23663","34234","39751","66131","54057","42559","26906","25123","37653","27033","29451","29055","29258","29428","29283","32544","34311"
